epoch,train_loss,validation_mcc,threshold
1,0.6951792538166046,0.14285714285714285,0.565
2,0.6933110356330872,0.14285714285714285,0.565
3,0.6933741569519043,0.17740004829626463,0.565
4,0.6930519938468933,0.2075143391598224,0.565
5,0.6918882727622986,0.19201160638565626,0.565
6,0.6919719576835632,0.2459549291242073,0.565
7,0.6915126442909241,0.1846372364689991,0.57
8,0.6915065944194794,0.19289712886816485,0.57
9,0.691792905330658,0.23284515771189987,0.57
10,0.6916471123695374,0.1846372364689991,0.575
11,0.6911124289035797,0.19289712886816485,0.575
12,0.6904017627239227,0.2197803294509608,0.575
13,0.6898316144943237,0.1846372364689991,0.58
14,0.6903009712696075,0.2197803294509608,0.58
