epoch,train_loss,validation_mcc,threshold,bce_loss,physics_loss_raw,physics_loss_weighted,bce_grad_norm,physics_grad_norm_raw,physics_grad_norm_weighted,weighted_to_bce_grad_ratio,gradient_cosine
1,0.6964282989501953,0.03316790634033297,0.4599999999999999,0.6957388520240784,0.0026170951314270496,2.61709513142705e-07,0.019468095153570175,0.00030555384000763297,3.05553840007633e-08,1.5695107179070814e-06,0.021018248051404953
2,0.6958887279033661,0.09899678265684461,0.4599999999999999,0.6949453353881836,0.0022063355427235365,2.2063355427235366e-07,0.01853795535862446,0.00029656547121703625,2.9656547121703626e-08,1.5997744383339685e-06,0.0007157592917792499
3,0.6942183375358582,0.10994987428338562,0.4599999999999999,0.6942125558853149,0.0018486845074221492,1.8486845074221493e-07,0.017660614103078842,0.0002899130340665579,2.899130340665579e-08,1.6415795757408925e-06,-0.026663433760404587
4,0.6946415603160858,0.14990633779917228,0.48499999999999993,0.693538248538971,0.0015402425779029727,1.5402425779029729e-07,0.01685749739408493,0.00028516940074041486,2.8516940074041486e-08,1.6916473072715823e-06,-0.05991000682115555
5,0.6937793791294098,0.1846372364689991,0.48999999999999994,0.692880392074585,0.0012766321888193488,1.2766321888193488e-07,0.016064565628767014,0.0002819878573063761,2.819878573063761e-08,1.7553406909516247e-06,-0.099327452480793
6,0.693311333656311,0.09899678265684461,0.4649999999999999,0.6922467350959778,0.0010534770553931594,1.0534770553931595e-07,0.015298712998628616,0.00028007591026835144,2.8007591026835146e-08,1.8307155006663475e-06,-0.14392119646072388
7,0.6917612850666046,0.10994987428338562,0.4649999999999999,0.6916261911392212,0.0008664324996061623,8.664324996061623e-08,0.014538300223648548,0.0002792046871036291,2.7920468710362912e-08,1.9204768288487e-06,-0.19302180409431458
8,0.6924578547477722,0.16807316136320358,0.5099999999999999,0.6910361051559448,0.0007113032042980194,7.113032042980195e-08,0.013828218914568424,0.00027916321414522827,2.7916321414522826e-08,2.0187937135643827e-06,-0.24456948041915894
9,0.6908010542392731,0.2,0.5149999999999999,0.690460205078125,0.0005840021767653525,5.8400217676535253e-08,0.013118782080709934,0.0002797998022288084,2.797998022288084e-08,2.1328184316761426e-06,-0.29844382405281067
10,0.6900468468666077,0.14808721943977307,0.49999999999999994,0.6899195313453674,0.0004807376826647669,4.8073768266476694e-08,0.012462425976991653,0.0002809450379572809,2.809450379572809e-08,2.2543366634711933e-06,-0.35207346081733704
11,0.6898612380027771,0.16807316136320358,0.5299999999999999,0.6894190907478333,0.00039796705823391676,3.979670582339168e-08,0.011894903145730495,0.0002825117262545973,2.825117262545973e-08,2.3750653771065034e-06,-0.4026753008365631
12,0.6889944970607758,0.1846372364689991,0.5349999999999999,0.6889218091964722,0.0003324676654301584,3.324676654301584e-08,0.011347423307597637,0.0002844693372026086,2.844693372026086e-08,2.506906894115274e-06,-0.4519899785518646
13,0.6893373131752014,0.14990633779917228,0.5449999999999999,0.688434362411499,0.0002813188184518367,2.813188184518367e-08,0.010834632441401482,0.0002866781142074615,2.8667811420746148e-08,2.645942220540885e-06,-0.49775078892707825
14,0.6891675591468811,0.1846372364689991,0.5499999999999999,0.6879651546478271,0.00024189178657252342,2.4189178657252343e-08,0.010384474880993366,0.0002890203322749585,2.890203322749585e-08,2.7831964118277224e-06,-0.5376610159873962
15,0.6882431209087372,0.16807316136320358,0.5599999999999999,0.6875021457672119,0.00021197725436650217,2.1197725436650216e-08,0.009993786923587322,0.00029144840664230287,2.914484066423029e-08,2.916295983401715e-06,-0.5698074698448181
16,0.6872068345546722,0.12090832578915783,0.4699999999999999,0.6870532631874084,0.00018968376389238983,1.8968376389238985e-08,0.009718144312500954,0.0002939134428743273,2.939134428743273e-08,3.0243782498295603e-06,-0.5882066488265991
17,0.6877689957618713,0.1846372364689991,0.575,0.6866194009780884,0.00017339191981591284,1.7339191981591286e-08,0.009581983089447021,0.00029633130179718137,2.9633130179718137e-08,3.092588444698275e-06,-0.5885634422302246
