epoch,train_loss,validation_mcc,threshold
1,0.692538321018219,0.19493925957690475,0.48999999999999994
2,0.691221684217453,0.23655309301829208,0.49499999999999994
3,0.6896084249019623,0.2684624220856097,0.49999999999999994
4,0.6887718439102173,0.23655309301829208,0.5099999999999999
5,0.6864897906780243,0.25784170064485096,0.5149999999999999
6,0.6856772303581238,0.24112141108520604,0.605
7,0.6842526197433472,0.24112141108520604,0.635
8,0.6817804872989655,0.2684624220856097,0.5399999999999999
9,0.680372953414917,0.2472066162365221,0.5499999999999999
10,0.6803466975688934,0.2684624220856097,0.5549999999999999
11,0.6757650077342987,0.28867513459481287,0.5549999999999999
12,0.676692545413971,0.2771455123227047,0.5549999999999999
13,0.6748166680335999,0.2684624220856097,0.5549999999999999
14,0.6756072342395782,0.2684624220856097,0.5499999999999999
15,0.669677197933197,0.2684624220856097,0.5399999999999999
16,0.6662798523902893,0.2993171533085211,0.5299999999999999
17,0.6686756908893585,0.28967673658403115,0.5249999999999999
18,0.6683840155601501,0.26452002850644324,0.5149999999999999
19,0.6661573648452759,0.2673939106929519,0.5099999999999999
20,0.6596001982688904,0.2650356625796317,0.49499999999999994
21,0.6599206924438477,0.25362863675089403,0.8999999999999999
22,0.6565627455711365,0.2484646732989441,0.5049999999999999
23,0.6582664251327515,0.25362863675089403,0.9299999999999999
24,0.6572577357292175,0.2656844656620286,0.94
