dataset,model,seed,epochs,patience,batch,hidden,lr,weight_decay,physics_lambda,smoothness_lambda,threshold,precision,recall,specificity,f1,balanced_accuracy,mcc,auroc,average_precision,brier,ece,tn,fp,fn,tp,n_train,n_validation,n_test,best_epoch,validation_mcc,training_seconds,inference_ms_per_sample,parameter_count,checkpoint_sha256,preprocessing
UCI,CNN-LSTM,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.05,0.5,1.0,0.0,0.6666666666666666,0.5,0.0,0.45308537616229927,0.4933555292187173,0.2523358166217804,0.032548606395721436,0,91,0,91,832,182,182,1,0.0,1.239337317999798,0.014923906594428975,3337,96185dd62ff2f97f9f8ef9e7b2b42c74f31e1dd76d038bd4a84d34968fa70a26,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,CNN-LSTM,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49499999999999994,0.5,1.0,0.0,0.6666666666666666,0.5,0.0,0.5803646902548002,0.595369224477758,0.24963892996311188,0.04586839413904881,0,91,0,91,832,182,182,6,0.16993235521110622,2.2163075180001215,0.020691989010839067,3337,f2f6b4e671abc4fa632080a6fe73bbcbb85dba109ff162a37437ae06f8c06f0d,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,CNN-LSTM,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.5066666666666667,0.4175824175824176,0.5934065934065934,0.4578313253012048,0.5054945054945055,0.011162911443718952,0.54872599927545,0.6003082166675392,0.2487766146659851,0.010658854966635267,54,37,53,38,832,182,182,19,0.2997004492513102,3.9678138419999414,0.012222967033377134,3337,d88caccaeb30cf510e70fce2d3019f9668cda4c402ea55b14f8aaa39c7818a34,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,CNN-LSTM,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.0,0.0,1.0,0.0,0.5,0.0,0.5750513223040695,0.6038069563407054,0.24891193211078644,0.03008685973319378,91,0,91,0,832,182,182,7,0.2,2.098295445000076,0.012219335163675939,3337,1d22f4a824ba8f7fe0f980841f6427419207ee934c11baa6d67089787d5f56f8,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,CNN-LSTM,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.58,0.5416666666666666,0.14285714285714285,0.8791208791208791,0.22608695652173913,0.510989010989011,0.032478490123081544,0.5622509358773095,0.5320734790395221,0.2490595281124115,0.02165011455724528,80,11,78,13,832,182,182,9,0.24112141108520604,2.333117920999939,0.018741576923275716,3337,f44c85887089fc8c30957133cadc763b35ae2987353ffba36cba99c957bca40f,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,CNN-LSTM,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.605,0.5,0.10989010989010989,0.8901098901098901,0.18018018018018017,0.5,0.0,0.5787948315420843,0.5491399889319468,0.24744179844856262,0.0452089255655205,81,10,81,10,832,182,182,11,0.22808577638091165,2.6797872899996946,0.0404484175815414,3337,59cf9f8d788b1f1e8180ab5db6fdc1c331589ec0a6e2f06d5b951ab85f2ddd09,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,CNN-LSTM,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5549999999999999,1.0,0.06593406593406594,1.0,0.12371134020618557,0.532967032967033,0.1846372364689991,0.5554884675763796,0.5853605082742848,0.24937765300273895,0.024242858637820233,91,0,85,6,832,182,182,10,0.22808577638091165,2.470968151999841,0.04719525274625054,3337,ace636758eea44bbdfce29c0a93dece6cd94ae21f772c6edc70e7050845ee1e2,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,CNN-LSTM,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49999999999999994,0.6829268292682927,0.3076923076923077,0.8571428571428571,0.42424242424242425,0.5824175824175823,0.19728305039201205,0.5836251660427484,0.6416562654655695,0.2481606900691986,0.07384449603793389,78,13,63,28,832,182,182,9,0.2656844656620286,2.5667344909998064,0.01604889010965193,3337,e8d13c0a9f71c72aeecd5d2395b35e27d36e17cf629da44dae45a95b2e9ad191,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
UCI,CNN-TCN,11,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.6666666666666666,0.4835164835164835,0.7582417582417582,0.5605095541401274,0.6208791208791209,0.25143267648537193,0.6450911725637,0.6591174881039512,0.24088890850543976,0.09015070131191842,69,22,47,44,832,182,182,17,0.26967994498529685,3.603768406999734,0.012176527471828003,3625,caa2a6a5e68989c09669b3cbd1a2b9838b42f7b8b289aaf2be0ba8c715d1679d,"{""mean"": 3.8630316257476807, ""p995"": 7.041397571563721, ""std"": 1.4630961418151855}"
UCI,CNN-TCN,23,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49999999999999994,0.723404255319149,0.37362637362637363,0.8571428571428571,0.4927536231884058,0.6153846153846154,0.2636352520041483,0.6006520951575895,0.6642824830097518,0.24661779403686523,0.09517258733183476,78,13,57,34,832,182,182,7,0.34726164209741095,2.168369660999815,0.012866736262247406,3625,56cfb1ad086ecdc99cf791051c123827bd142cbb210cb34cd5820efd075f19a4,"{""mean"": 3.441904306411743, ""p995"": 6.972746849060059, ""std"": 1.4500681161880493}"
UCI,CNN-TCN,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5099999999999999,0.5714285714285714,0.3516483516483517,0.7362637362637363,0.43537414965986393,0.543956043956044,0.09523809523809523,0.5882139838183794,0.550777936491397,0.2491762340068817,0.008959490519303585,67,24,59,32,832,182,182,3,0.25974038935113547,1.6563112260000707,0.011698549449967366,3625,fffcfd3897e172c14dbe3171ac9a8f70742b70204c505f634b12c9fe89dc2c3f,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,CNN-TCN,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5249999999999999,0.7941176470588235,0.2967032967032967,0.9230769230769231,0.432,0.6098901098901099,0.2819419372173005,0.6031880207704383,0.6885294696884091,0.24368658661842346,0.04963155516556332,84,7,64,27,832,182,182,9,0.21989091855183412,2.4228527410000424,0.013081934064877595,3625,aec71071eb0597d62f32f3396f0f8331eeb4ebfa6d14ea0c7b90074ffb0021e0,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,CNN-TCN,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49999999999999994,0.5476190476190477,0.5054945054945055,0.5824175824175825,0.5257142857142857,0.543956043956044,0.08817334283548109,0.5614056273396932,0.5967658796129303,0.24778519570827484,0.013609847524663923,53,38,45,46,832,182,182,7,0.35136418446315326,2.0786326959996586,0.013113868132907325,3625,b0a1df729818216ea09ee1dd4fa77a051d1ae581653e9a2d704b17059c96690a,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,CNN-TCN,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5099999999999999,0.5167785234899329,0.8461538461538461,0.2087912087912088,0.6416666666666667,0.5274725274725275,0.07130498620401957,0.5981161695447409,0.6395259248082207,0.24738942086696625,0.02883957162663174,19,72,14,77,832,182,182,8,0.24609055357847556,2.37057886599996,0.012789197801164566,3625,c22482280ac3a1f16dc7ffd3a6c581ea89b9229d5e76654be8c77b0ad6674d4b,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,CNN-TCN,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5299999999999999,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5949764521193093,0.5463015176321553,0.267353892326355,0.130758652811522,67,24,50,41,832,182,182,16,0.2993171533085211,3.4473222750002606,0.015889521976602667,3625,97a1614d1d701c239407333a1158148cc1faca9bec8ac14d805cb632ed0b4d21,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,CNN-TCN,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5599999999999999,0.5,0.10989010989010989,0.8901098901098901,0.18018018018018017,0.5,0.0,0.603912570945538,0.573935691426392,0.24726104736328125,0.017251023879418008,81,10,81,10,832,182,182,3,0.1846372364689991,1.5763691920001293,0.010890131869138594,3625,d7f5027ceea3af90a9391ae65d9a393739092b5d72cae49035fb3a478ed46602,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,CNN-TCN,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.6699999999999999,0.52,0.14285714285714285,0.8681318681318682,0.22413793103448276,0.5054945054945055,0.015961737689352443,0.5658736867528076,0.5929497106178807,0.2511596381664276,0.057861867841783474,79,12,78,13,832,182,182,6,0.21442250696755896,1.912691019000249,0.010727302199254385,3625,902639e5d2814d21f95f04c406237b711e78ed203114a0c4c42224a56c2c50ae,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,CNN-TCN,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.48999999999999994,0.6285714285714286,0.4835164835164835,0.7142857142857143,0.546583850931677,0.5989010989010989,0.20328927815368153,0.6193696413476634,0.6814962956262516,0.24665766954421997,0.07157520573217789,65,26,47,44,832,182,182,2,0.3897418814769785,1.5594644860002518,0.02526039560467365,3625,b89e4ab99efbfe62b45eed37138a4f7ad84b6fd801801598c8b1595edd07d32b,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
UCI,Transformer,11,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5549999999999999,0.6666666666666666,0.4835164835164835,0.7582417582417582,0.5605095541401274,0.6208791208791209,0.25143267648537193,0.6693636034295376,0.7294940134651255,0.23600593209266663,0.12988897830575377,69,22,47,44,832,182,182,11,0.2684624220856097,4.519698754999808,0.02041269230785774,2945,62f96232a58b9b5ef193ea071c678ececa83619ab8d2490499888fa4aa72c1a0,"{""mean"": 3.8630316257476807, ""p995"": 7.041397571563721, ""std"": 1.4630961418151855}"
UCI,Transformer,23,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5099999999999999,0.7346938775510204,0.3956043956043956,0.8571428571428571,0.5142857142857142,0.6263736263736264,0.284907561415068,0.595097210481826,0.6899856246140557,0.24278764426708221,0.0936525762081146,78,13,55,36,832,182,182,12,0.39904344223381105,4.9443222969998715,0.017186879121764323,2945,9a62e30573f4f8b52ec66bf05828aba669f9b1e53f75b8af68197fd684257813,"{""mean"": 3.441904306411743, ""p995"": 6.972746849060059, ""std"": 1.4500681161880493}"
UCI,Transformer,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5549999999999999,0.5490196078431373,0.3076923076923077,0.7472527472527473,0.39436619718309857,0.5274725274725275,0.06117151949384656,0.5816930322424828,0.5479079804822979,0.24741502106189728,0.12885458767414093,68,23,63,28,832,182,182,11,0.2773500981126146,4.980257466000239,0.021025329670509973,2945,467caabc91e966c0c5812c47ff2f9d194c28a4f2e3a667ed86845972d81223e0,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,Transformer,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5449999999999999,1.0,0.054945054945054944,1.0,0.10416666666666667,0.5274725274725275,0.16807316136320358,0.603912570945538,0.6754279817169179,0.2466205209493637,0.011225290350861599,91,0,86,5,832,182,182,5,0.31622776601683794,3.3595010770000044,0.018333016484305787,2945,f58e62ea4502af6a53aa5bcc0472de233cfc08977618e6791f19013bc224d28b,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,Transformer,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5449999999999999,0.5476190476190477,0.5054945054945055,0.5824175824175825,0.5257142857142857,0.543956043956044,0.08817334283548109,0.562733969327376,0.5916911794335895,0.25108468532562256,0.06509595880141625,53,38,45,46,832,182,182,10,0.34141531479696996,4.440753243000017,0.017703840660113122,2945,ffa3ee961ca2be8482367690739b6aaa2abc12a12a7fac3526492d23d990d678,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,Transformer,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5299999999999999,0.6119402985074627,0.45054945054945056,0.7142857142857143,0.5189873417721519,0.5824175824175825,0.17088539142345313,0.5955802439318925,0.6408289326137819,0.24441197514533997,0.044430865363760313,65,26,50,41,832,182,182,14,0.26082026547865056,5.529377748000115,0.022504846153854056,2945,15f377f5a930de99d379131ff2be1bb4f2495a0c43074b8eeb946f12aafd9dcf,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,Transformer,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5249999999999999,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5917159763313609,0.5456824174954814,0.2486756443977356,0.10239126328583603,67,24,50,41,832,182,182,14,0.2790727860929738,5.4492581899999095,0.018897675822649996,2945,addffc66927fd0d3588ed990658ec6bd38dd34d775d4e5c75e593b749af30c5f,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,Transformer,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.6799999999999999,0.725,0.31868131868131866,0.8791208791208791,0.44274809160305345,0.5989010989010989,0.23883520159542387,0.6402608380630359,0.6790832887556233,0.23023031651973724,0.07640993889871533,80,11,62,29,832,182,182,24,0.3104602102825332,7.777311290999933,0.0726600989020261,2945,2b0af13f491c82e83fe4efd35c432e99acb7b4db44869e316a4b9f8f4ec1c2df,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,Transformer,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.595,0.52,0.14285714285714285,0.8681318681318682,0.22413793103448276,0.5054945054945055,0.015961737689352443,0.5480014491003502,0.5793802705864444,0.24924586713314056,0.03389596578839061,79,12,78,13,832,182,182,12,0.2,5.014981126000293,0.027137549450644356,2945,364b2d4a02f8040791d0d48eb5b52ba08f4143ca99d30c13c0c65a3fc8c98b12,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,Transformer,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5099999999999999,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5970293442820914,0.6785749947923869,0.24181222915649414,0.059988914937763434,67,24,50,41,832,182,182,17,0.3897418814769785,6.206725901999562,0.06197140659433889,2945,574b7553293dd2f7df077a01fe73714a49de788a1a791a23e25c91334502636b,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
UCI,PI-DLNN,11,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.6379310344827587,0.4065934065934066,0.7692307692307693,0.4966442953020134,0.5879120879120879,0.18866665225463128,0.6249245260234271,0.6436273300962184,0.24642686545848846,0.02444883165778695,70,21,54,37,832,182,182,16,0.2684624220856097,4.388210069000252,0.020414851648168694,3267,4242644ef81e5365dee9d54d1e38e9a26be23ef3dcaf5030d9892e9cce12f510,"{""mean"": 3.8630316257476807, ""p995"": 7.041397571563721, ""std"": 1.4630961418151855}"
UCI,PI-DLNN,23,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49999999999999994,0.7291666666666666,0.38461538461538464,0.8571428571428571,0.5035971223021583,0.6208791208791209,0.27431506742959905,0.6001690617075233,0.6878616727136388,0.24071703851222992,0.06730296683835461,78,13,56,35,832,182,182,35,0.39904344223381105,6.89439259000028,0.01890565384521004,3267,c2574528c34538dccb3d7d69e564b08d0c6257941cbd837551c2c01c7a10e620,"{""mean"": 3.441904306411743, ""p995"": 6.972746849060059, ""std"": 1.4500681161880493}"
UCI,PI-DLNN,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5349999999999999,0.5555555555555556,0.32967032967032966,0.7362637362637363,0.41379310344827586,0.532967032967033,0.07216878364870322,0.5832628909551986,0.5486177140362967,0.25009897351264954,0.033444881439208984,67,24,61,30,832,182,182,7,0.25362863675089403,2.816109129999859,0.017009439561361733,3267,f3a4f8e37ef179afb81100c148a8aff6888516a50f87bcdd532245edf2841a8f,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,PI-DLNN,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5399999999999999,0.9565217391304348,0.24175824175824176,0.989010989010989,0.38596491228070173,0.6153846153846154,0.34726164209741095,0.6037918125830214,0.6785909573665208,0.251201331615448,0.03850477933883667,90,1,69,22,832,182,182,6,0.18576071235199634,2.3089106410002387,0.014027483517805864,3267,4c42b1ef6a6e48dca30b855fd787d76b82b065cc78b4f6e6c543b3177844cc77,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,PI-DLNN,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4799999999999999,0.5476190476190477,0.5054945054945055,0.5824175824175825,0.5257142857142857,0.543956043956044,0.08817334283548109,0.5626132109648593,0.5946120880710458,0.2586398720741272,0.10285762836644938,53,38,45,46,832,182,182,36,0.34141531479696996,6.461651856000117,0.1151178241773348,3267,a0aacaecb22f574b18e9e2870f0f3b032a1df1932bdb1f4e290a53396aa5618c,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,PI-DLNN,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4749999999999999,0.5202702702702703,0.8461538461538461,0.21978021978021978,0.6443514644351465,0.532967032967033,0.08458258116519014,0.5978746528197078,0.6340881800376467,0.24638251960277557,0.0395651012659073,20,71,14,77,832,182,182,14,0.23280223035107195,3.995475519000138,0.03594825274636345,3267,f6230f5bbef832ef0f1a65c659deba8044dda7a5bfb57458617f06c99e1a2d55,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,PI-DLNN,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.48499999999999993,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5959425190194421,0.5481323299925915,0.2643507122993469,0.10082550707099203,67,24,50,41,832,182,182,39,0.2790727860929738,7.498785596000289,0.013165527471945816,3267,68339008c40f3699ac8b817382d6a5d772b4d8538d656b6214d538785d858886,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,PI-DLNN,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.5,0.10989010989010989,0.8901098901098901,0.18018018018018017,0.5,0.0,0.5960632773819586,0.5654946405570669,0.24809864163398743,0.025582733390095487,81,10,81,10,832,182,182,9,0.2,3.2648948760001986,0.03225271428333884,3267,b6f9043f834573108a09b8755f6e3ce920725bc8e5be61362d22fd1c3fd5f7f5,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,PI-DLNN,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5449999999999999,0.52,0.14285714285714285,0.8681318681318682,0.22413793103448276,0.5054945054945055,0.015961737689352443,0.5637000362275087,0.5912023245904099,0.2496790885925293,0.023346245288848877,79,12,78,13,832,182,182,3,0.17740004829626463,1.8862715899999785,0.017691681318115864,3267,c8d47b85f75b10cb51048b3a9d168ed252cdf9a3443a1ec4c6fdb223b5773075,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,PI-DLNN,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.6290322580645161,0.42857142857142855,0.7472527472527473,0.5098039215686274,0.5879120879120879,0.1854955583040673,0.5860403332930806,0.6571569406565284,0.24780751764774323,0.011865775172527035,68,23,52,39,832,182,182,14,0.36115755925730764,3.8395135189998655,0.018761043955257246,3267,afd35c69c92e15e38a9c01da44e50b4908fa3ecc1e6b5347cf15439252ecadfb,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
UCI,PI-DLNN-NoPhysics,11,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.6379310344827587,0.4065934065934066,0.7692307692307693,0.4966442953020134,0.5879120879120879,0.18866665225463128,0.6249245260234271,0.6436273300962184,0.24642685055732727,0.02444881724787283,70,21,54,37,832,182,182,16,0.2684624220856097,3.8669038749999345,0.012376593406440737,3267,e36b158a0759b798f95a2387b9b2e655eef71184b8d30b40fca219a863b27430,"{""mean"": 3.8630316257476807, ""p995"": 7.041397571563721, ""std"": 1.4630961418151855}"
UCI,PI-DLNN-NoPhysics,23,40,8,512,24,0.001,0.0001,0.0001,0.001,0.49999999999999994,0.7291666666666666,0.38461538461538464,0.8571428571428571,0.5035971223021583,0.6208791208791209,0.27431506742959905,0.6001690617075233,0.6878616727136388,0.24071703851222992,0.06730294293099709,78,13,56,35,832,182,182,35,0.39904344223381105,6.23394607299997,0.013190346155649851,3267,973342ff611c27f837ca2d800b6ebf7e0d067df6dabbb058022e4fdb6dd5be76,"{""mean"": 3.441904306411743, ""p995"": 6.972746849060059, ""std"": 1.4500681161880493}"
UCI,PI-DLNN-NoPhysics,37,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5349999999999999,0.5555555555555556,0.32967032967032966,0.7362637362637363,0.41379310344827586,0.532967032967033,0.07216878364870322,0.5832628909551986,0.5486177140362967,0.25009897351264954,0.03344482183456421,67,24,61,30,832,182,182,7,0.25362863675089403,2.3947599770003762,0.10611970879176374,3267,742493e930255e2cf906585cc69ade82d474d34aa4e06aebde6ca6b7f320885c,"{""mean"": 3.7937231063842773, ""p995"": 7.041397571563721, ""std"": 1.396241307258606}"
UCI,PI-DLNN-NoPhysics,53,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5399999999999999,0.9565217391304348,0.24175824175824176,0.989010989010989,0.38596491228070173,0.6153846153846154,0.34726164209741095,0.6037918125830214,0.6785909573665208,0.251201331615448,0.03850477933883667,90,1,69,22,832,182,182,6,0.18576071235199634,2.1879909890003546,0.019106835162636962,3267,fd769e84304909160f7f8f1c768895e8b7b980ea4256076e3e2a8a3236303e06,"{""mean"": 3.5730268955230713, ""p995"": 7.041397571563721, ""std"": 1.5006635189056396}"
UCI,PI-DLNN-NoPhysics,71,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4799999999999999,0.5476190476190477,0.5054945054945055,0.5824175824175825,0.5257142857142857,0.543956043956044,0.08817334283548109,0.5626132109648593,0.5946120880710458,0.2586398720741272,0.10285762836644938,53,38,45,46,832,182,182,36,0.34141531479696996,6.384792441999707,0.026286758241809906,3267,9601ff6612bbf435b664f499cdf8a300fbb1751679d98a70d5814b0778d171f7,"{""mean"": 3.576669931411743, ""p995"": 6.9501566886901855, ""std"": 1.3719009160995483}"
UCI,PI-DLNN-NoPhysics,89,40,8,512,24,0.001,0.0001,0.0001,0.001,0.4749999999999999,0.5202702702702703,0.8461538461538461,0.21978021978021978,0.6443514644351465,0.532967032967033,0.08458258116519014,0.5978746528197078,0.6340881800376467,0.24638248980045319,0.0395651012659073,20,71,14,77,832,182,182,14,0.23280223035107195,3.422850914999799,0.02084108791178141,3267,2b2038845231a50866c743fd3860928f6a9db7a855bdee37d442e203a93fa851,"{""mean"": 3.6022658348083496, ""p995"": 7.041397571563721, ""std"": 1.4698303937911987}"
UCI,PI-DLNN-NoPhysics,107,40,8,512,24,0.001,0.0001,0.0001,0.001,0.48499999999999993,0.6307692307692307,0.45054945054945056,0.7362637362637363,0.5256410256410257,0.5934065934065934,0.19493925957690475,0.5959425190194421,0.5481323299925915,0.2643507719039917,0.10082558272304115,67,24,50,41,832,182,182,39,0.2790727860929738,6.489302268999836,0.024839549451416542,3267,cb7c1c0c8b5f361cf6fefc64807192a58b7c2ae9c7704d2a7c6e84690e32662d,"{""mean"": 3.9672324657440186, ""p995"": 7.041397571563721, ""std"": 1.3015989065170288}"
UCI,PI-DLNN-NoPhysics,131,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.5,0.10989010989010989,0.8901098901098901,0.18018018018018017,0.5,0.0,0.5960632773819586,0.5658159566678567,0.24809864163398743,0.025582733390095487,81,10,81,10,832,182,182,9,0.2,2.789652783999827,0.022533192307761695,3267,9eb926d6dac92c9e3126654d33348a36d5ded9e52ce5325549f03699cea9750d,"{""mean"": 3.6984500885009766, ""p995"": 6.972746849060059, ""std"": 1.2706522941589355}"
UCI,PI-DLNN-NoPhysics,149,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5449999999999999,0.52,0.14285714285714285,0.8681318681318682,0.22413793103448276,0.5054945054945055,0.015961737689352443,0.5637000362275087,0.5912023245904099,0.2496790885925293,0.0233461856842041,79,12,78,13,832,182,182,3,0.17740004829626463,1.7788977440000053,0.034524901098888186,3267,5cab9db8a4e81312eab41c10deec2bafabeefb4ed8ba10f8730af03ddb14594b,"{""mean"": 3.8637781143188477, ""p995"": 7.041397571563721, ""std"": 1.388183355331421}"
UCI,PI-DLNN-NoPhysics,173,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5199999999999999,0.6290322580645161,0.42857142857142855,0.7472527472527473,0.5098039215686274,0.5879120879120879,0.1854955583040673,0.5860403332930806,0.6571569406565284,0.24780751764774323,0.011865775172527035,68,23,52,39,832,182,182,14,0.36115755925730764,4.31380877599986,0.0660587307710567,3267,4021fc95d3f1b0f49d831d118f604508560569a5a9258692c7f5927c664d3e63,"{""mean"": 3.4952633380889893, ""p995"": 6.9501566886901855, ""std"": 1.447023630142212}"
UCI,Smoothness-LSTM,11,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5149999999999999,0.6724137931034483,0.42857142857142855,0.7912087912087912,0.5234899328859061,0.6098901098901098,0.2358333153182891,0.6349474701123052,0.6518553314910931,0.24897553026676178,0.013586759567260742,72,19,52,39,832,182,182,10,0.25908195902003417,5.104728263999732,0.06024990110055804,2642,cfc035c67f5139f1ab40195ed8589efef462c80dc16cd4e8a9cddc94d567e0e7,"{""mean"": 3.8630316257476807, ""p995"": 7.041397571563721, ""std"": 1.4630961418151855}"
UCI,Smoothness-LSTM,23,40,8,512,24,0.001,0.0001,0.0001,0.001,0.5099999999999999,0.7045454545454546,0.34065934065934067,0.8571428571428571,0.45925925925925926,0.5989010989010989,0.23099715105270544,0.5766211810167855,0.6492340387362098,0.24852536618709564,0.005649719591979134,78,13,60,31,832,182,182,13,0.2997004492513102,7.589383369000188,0.2368718846160586,2642,44dadd14e6724182027b0232461f2f142f0e784d04009215efcb1510896b11d1,"{""mean"": 3.441904306411743, ""p995"": 6.972746849060059, ""std"": 1.4500681161880493}"
