dataset,model,seed,epochs,patience,batch,hidden,lr,weight_decay,physics_lambda,smoothness_lambda,threshold,precision,recall,specificity,f1,balanced_accuracy,mcc,auroc,average_precision,brier,ece,tn,fp,fn,tp,n_train,n_validation,n_test,best_epoch,validation_mcc,training_seconds,inference_ms_per_sample,parameter_count,checkpoint_sha256,preprocessing
SGCC,LSTM,11,20,4,512,24,0.001,0.0001,0.0001,0.001,0.725,0.2786377708978328,0.1657458563535911,0.9599174264579392,0.207852193995381,0.5628316414057651,0.1599339094840653,0.6639142152646368,0.1888654727090426,0.2052835524082183,0.3509422032487249,5580,233,453,90,29660,6356,6356,11,0.1981567123771923,23.938793524999937,0.0061617013845412,2617,49ad408597cbcb8f1f76e3f3de48663b65c363ddd43bf0cf1e80096599ba32b2,"{""mean"": 1.659198522567749, ""p995"": 4.9457292556762695, ""std"": 1.1075389385223389}"
SGCC,LSTM,23,20,4,512,24,0.001,0.0001,0.0001,0.001,0.58,0.260047281323877,0.2025782688766114,0.9461551694477894,0.2277432712215321,0.5743667191622004,0.1668020317151039,0.6564263942601505,0.1857216977021198,0.2253152877092361,0.3855019697955826,5500,313,433,110,29660,6356,6356,1,0.1751595133358449,4.221498542000063,0.0044542002831943,2617,5ac32268e59a82032f9d700b3ea2dc9cec55250d944135ea33935a609a2bf0b0,"{""mean"": 1.661300778388977, ""p995"": 4.9457292556762695, ""std"": 1.1057639122009277}"
SGCC,LSTM,37,20,4,512,24,0.001,0.0001,0.0001,0.001,0.58,0.264855687606112,0.287292817679558,0.925511783932565,0.2756183745583039,0.6064023008060615,0.2051391104442567,0.6831650593275566,0.2286669256526353,0.2066519409418106,0.3603171563799311,5380,433,387,156,29660,6356,6356,7,0.2076790704751339,10.187431841000034,0.0060628859345468,2617,157b2fdf621bc73f42aa076e461c101aabfe476f8657c22f0158601077bbcc50,"{""mean"": 1.6570286750793457, ""p995"": 4.910050392150879, ""std"": 1.1032549142837524}"
SGCC,LSTM,53,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7499999999999999,0.384180790960452,0.1252302025782689,0.9812489248236712,0.1888888888888888,0.5532395637009699,0.1808917785901328,0.6655258313192094,0.1964211367287692,0.2182802259922027,0.3758470003356567,5704,109,475,68,29660,6356,6356,2,0.2236700245342783,5.394651820000036,0.0036064339207226,2617,65c7e938caf3b2870cd79da1ba28bc7ce9eba8fd6bc2bd4a88c0bd9cc4184ed5,"{""mean"": 1.655530333518982, ""p995"": 4.9090375900268555, ""std"": 1.1081187725067139}"
SGCC,LSTM,71,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6399999999999999,0.2909090909090909,0.2357274401473296,0.9463271976604164,0.2604272634791454,0.591027318903873,0.2004755447938361,0.6925358447551512,0.2204364200374051,0.2144226133823394,0.3701426833211587,5501,312,415,128,29660,6356,6356,8,0.1946991456728516,10.537310571000036,0.0047953453429852,2617,8273e87e7c72f359d2156d0771cf38f3df4daba9d4d54e063bda9399a9b7822d,"{""mean"": 1.6630699634552002, ""p995"": 4.93992280960083, ""std"": 1.106569528579712}"
SGCC,LSTM,89,20,4,512,24,0.001,0.0001,0.0001,0.001,0.62,0.1968911917098445,0.3499079189686924,0.8666781352141751,0.2519893899204244,0.6082930270914337,0.1687066660159302,0.6819814545349709,0.1924727685377381,0.2146079987287521,0.3605331061413784,5038,775,353,190,29660,6356,6356,20,0.191958804299136,17.709572551000065,0.0046528821585788,2617,9c1415ef7ed69c2eb9cadd4ecd8ed9d0b1f3f87100fc18f9d25ebce6795ddbe5,"{""mean"": 1.6562169790267944, ""p995"": 4.927568435668945, ""std"": 1.1022279262542725}"
SGCC,LSTM,107,20,4,512,24,0.001,0.0001,0.0001,0.001,0.72,0.3098159509202454,0.1863468634686347,0.9613003095975232,0.2327188940092165,0.573823586533079,0.1869368141592128,0.6635387987006806,0.2117864227968451,0.2155776768922805,0.3694039827120086,5589,225,441,101,29660,6356,6356,11,0.2373142083964577,14.189836880999792,0.003905904657038,2617,a6ddedc8183b573f417dce71c4c7a5bc2e799d0b95f0d6ecc665beb623ecc50b,"{""mean"": 1.6612826585769653, ""p995"": 4.9096879959106445, ""std"": 1.1027220487594604}"
SGCC,LSTM,131,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7649999999999999,0.2866449511400651,0.1620626151012891,0.9623258214347152,0.2070588235294117,0.5621942182680022,0.1621694730024015,0.6621513220985921,0.1925078365512794,0.2319205701351165,0.3886702620829328,5594,219,455,88,29660,6356,6356,2,0.190789376266549,4.824092672999996,0.0080906815607187,2617,e706c911d9aa8b823c058759f2d3435288dac32ef490f63494a4195d26852a2b,"{""mean"": 1.65463387966156, ""p995"": 4.932785511016846, ""std"": 1.1015292406082153}"
SGCC,LSTM,149,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6,0.2309859154929577,0.3020257826887661,0.9060725959057284,0.2617717478052673,0.6040491892972473,0.184658439619459,0.6592765817645659,0.2159973746119952,0.223265916109085,0.3791520854656316,5267,546,379,164,29660,6356,6356,9,0.1944989521028134,11.422840548000067,0.0044293351164497,2617,6fb2f3108d20719baa2fcb1077c374843967067286a2f74836e983fd36eb7225,"{""mean"": 1.6593199968338013, ""p995"": 4.9356303215026855, ""std"": 1.1055059432983398}"
SGCC,LSTM,173,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6549999999999999,0.2933753943217665,0.1712707182320442,0.961465680371581,0.2162790697674418,0.5663681993018126,0.1704425254684789,0.6715751733192163,0.194681542101557,0.2131430953741073,0.3672406630059546,5589,224,450,93,29660,6356,6356,4,0.1939607357000926,6.435936660999914,0.0039571106041482,2617,b2b94f819974cfa83f4d60d72ca9a1448cfbc0b946ea0adb763246ffa11a354d,"{""mean"": 1.6609737873077393, ""p995"": 4.925848007202148, ""std"": 1.1032264232635498}"
SGCC,Attention-LSTM,11,20,4,512,24,0.001,0.0001,0.0001,0.001,0.8499999999999999,0.3617021276595745,0.0939226519337016,0.9845174608635816,0.1491228070175438,0.5392200563986417,0.1488703340797621,0.6543059802139043,0.1880813015799129,0.2406448572874069,0.3955014104772619,5723,90,492,51,29660,6356,6356,6,0.2128819951502425,11.82195416500008,0.0055365959723152,2642,900f8a6acd0633393f7240d94c8e5b39c1b11a5fe0506b419f8e16362017408e,"{""mean"": 1.659198522567749, ""p995"": 4.9457292556762695, ""std"": 1.1075389385223389}"
SGCC,Attention-LSTM,23,20,4,512,24,0.001,0.0001,0.0001,0.001,0.62,0.224233983286908,0.2965009208103131,0.9041802855668328,0.2553528945281522,0.600340603188573,0.1772074684871155,0.6805629346048847,0.1919237127316657,0.2082600891590118,0.3544367607460223,5256,557,382,161,29660,6356,6356,12,0.1928702215387353,16.1328090290001,0.0055671164254448,2642,7bdd616b114c14239c067f122c2c032d9cad904bcce9f7549c1ebae3c6e509d1,"{""mean"": 1.661300778388977, ""p995"": 4.9457292556762695, ""std"": 1.1057639122009277}"
SGCC,Attention-LSTM,37,20,4,512,24,0.001,0.0001,0.0001,0.001,0.595,0.2207792207792207,0.3756906077348066,0.8761396869086531,0.278118609406953,0.6259151473217298,0.1997064922834666,0.6733884393873009,0.2221616966028893,0.2297427952289581,0.3893967705554298,5093,720,339,204,29660,6356,6356,4,0.1989785724024464,8.420408514999963,0.0060983167086469,2642,d3bca0ad3e5a440f11abc4bdf006306763bd5c1759410fc401ba0b8bcbec1639,"{""mean"": 1.6570286750793457, ""p995"": 4.910050392150879, ""std"": 1.1032549142837524}"
SGCC,Attention-LSTM,53,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7799999999999999,0.3958333333333333,0.1399631675874769,0.980044727335283,0.2068027210884353,0.56000394746138,0.1959873156813083,0.6721996072180884,0.2073871594764019,0.2291346192359924,0.3865796070688921,5697,116,467,76,29660,6356,6356,7,0.2286243755367508,11.749746888000118,0.0052356740088136,2642,d7e2a32824960e07a9a9a0e0efd1e4d4505318d9663542fa72501f1f348857fa,"{""mean"": 1.655530333518982, ""p995"": 4.9090375900268555, ""std"": 1.1081187725067139}"
SGCC,Attention-LSTM,71,20,4,512,24,0.001,0.0001,0.0001,0.001,0.74,0.3486842105263157,0.1952117863720073,0.9659384138998796,0.2502951593860685,0.5805751001359435,0.2110788281188653,0.6806255047190538,0.2183076769068488,0.2294568419456482,0.388196097671648,5615,198,437,106,29660,6356,6356,5,0.2033954603187664,8.681665130000056,0.0058629993706837,2642,f66a3f093d54e388c50216e4607b5fdda7f67aa219cbc5ea445c917964a55978,"{""mean"": 1.6630699634552002, ""p995"": 4.93992280960083, ""std"": 1.106569528579712}"
SGCC,Attention-LSTM,89,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6849999999999999,0.2254025044722719,0.2320441988950276,0.925511783932565,0.2286751361161524,0.5787779914137963,0.1554989358525889,0.6799091957158322,0.1938561986130513,0.222597986459732,0.3760474591162536,5380,433,417,126,29660,6356,6356,6,0.1843172834877715,10.32645034899997,0.0326896129641281,2642,d546011cd86bf63de125778206bf3af80059772a7b3a4d8ea2d9a5b0e53892fb,"{""mean"": 1.6562169790267944, ""p995"": 4.927568435668945, ""std"": 1.1022279262542725}"
SGCC,Attention-LSTM,107,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7549999999999999,0.3096774193548387,0.1771217712177121,0.9631922944616444,0.2253521126760563,0.5701570328396782,0.1819380130198956,0.6589727429782039,0.2058074346291305,0.2254251837730407,0.3797329966989307,5600,214,446,96,29660,6356,6356,5,0.2316673533442691,8.356477277000067,0.0054126966645988,2642,a5ddbd9cdbe5430d1575844d0e5aefb809fc38f51ed753e0dd9e0ad6f9b5f940,"{""mean"": 1.6612826585769653, ""p995"": 4.9096879959106445, ""std"": 1.1027220487594604}"
SGCC,Attention-LSTM,131,20,4,512,24,0.001,0.0001,0.0001,0.001,0.69,0.301775147928994,0.1878453038674033,0.9594013418200584,0.23155505107832,0.573623322843731,0.1834260630319705,0.6684194218901623,0.2001963736915865,0.2137965857982635,0.3669608974321748,5577,236,441,102,29660,6356,6356,5,0.2002455471826825,9.40960936800002,0.00515690198238,2642,784c51d9a84beca6c1b6f4aa4282aa20861b6c20f8f573c6a1d448855f619216,"{""mean"": 1.65463387966156, ""p995"": 4.932785511016846, ""std"": 1.1015292406082153}"
SGCC,Attention-LSTM,149,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6499999999999999,0.2459546925566343,0.2799263351749539,0.9198348529158782,0.2618432385874246,0.599880594045416,0.1884675908664699,0.6557615669964348,0.2166534014618961,0.2277601212263107,0.3827141783967417,5347,466,391,152,29660,6356,6356,5,0.1892196065754582,8.398754983000117,0.0051192553492871,2642,8970d85ffb4ba2c6ccf917ecce495a2312f91642aa4e6b43e23ba4390195a716,"{""mean"": 1.6593199968338013, ""p995"": 4.9356303215026855, ""std"": 1.1055059432983398}"
SGCC,Attention-LSTM,173,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7949999999999999,0.3543307086614173,0.0828729281767955,0.9858936865645966,0.1343283582089552,0.5343833073706961,0.1373620285044917,0.6595210012232061,0.1926493219768909,0.2196266949176788,0.3756072939923906,5731,82,498,45,29660,6356,6356,2,0.202182278767557,5.891978685999902,0.0191617651038494,2642,86c8768162cef33d614a42eecaca7593285ffd4b8bcf2b99c480aa8413257466,"{""mean"": 1.6609737873077393, ""p995"": 4.925848007202148, ""std"": 1.1032264232635498}"
SGCC,CNN-LSTM,11,20,4,512,24,0.001,0.0001,0.0001,0.001,0.73,0.297752808988764,0.1952117863720073,0.9569929468432824,0.235817575083426,0.5761023666076448,0.1850238060008973,0.6722403173936362,0.19751519929516,0.2115169167518615,0.360766028377003,5563,250,437,106,29660,6356,6356,9,0.2068232634977084,9.701870322999866,0.0044419932347613,3337,d7f3b3f8b4c7b0ca0c6f906e4e822985f8044f633aaf6ef71b4ce5b045e18d75,"{""mean"": 1.659198522567749, ""p995"": 4.9457292556762695, ""std"": 1.1075389385223389}"
SGCC,CNN-LSTM,23,20,4,512,24,0.001,0.0001,0.0001,0.001,0.735,0.2916666666666667,0.2191528545119705,0.9502838465508344,0.2502628811777077,0.5847183505314024,0.1932377632898331,0.6844709530521385,0.2086703238131108,0.2235347479581833,0.3788603928955266,5524,289,424,119,29660,6356,6356,5,0.1911456251829456,7.958593626000038,0.004548629326634,3337,88b96d276639f2adda1b19076ee78398a69d0a2e04608827f281e6b1044008fb,"{""mean"": 1.661300778388977, ""p995"": 4.9457292556762695, ""std"": 1.1057639122009277}"
SGCC,CNN-LSTM,37,20,4,512,24,0.001,0.0001,0.0001,0.001,0.635,0.272108843537415,0.2946593001841621,0.9263719249956992,0.2829354553492484,0.6105156125899307,0.2132320186561764,0.690291240912681,0.236625495212253,0.2283407598733902,0.3901487645898847,5385,428,383,160,29660,6356,6356,4,0.2113524079712058,6.316837540999813,0.0033586831340722,3337,36da0cdc061669405d1f1b14d8b632bc8cfc5f710a7f3f4d1d83b897772cfe3e,"{""mean"": 1.6570286750793457, ""p995"": 4.910050392150879, ""std"": 1.1032549142837524}"
SGCC,CNN-LSTM,53,20,4,512,24,0.001,0.0001,0.0001,0.001,0.5549999999999999,0.2068607068607068,0.3664825046040516,0.8687424737656976,0.2644518272425249,0.6176124891848745,0.1834596271162208,0.6777330229855671,0.2069839194223103,0.2142744213342666,0.365554019039798,5050,763,344,199,29660,6356,6356,4,0.2435388177647217,5.299833341999829,0.004666742762749,3337,9c52c0c20cc5ca3b8a4e2eb48b2bc181d3b60e05abb6dc3e7091240f1bf8c951,"{""mean"": 1.655530333518982, ""p995"": 4.9090375900268555, ""std"": 1.1081187725067139}"
SGCC,CNN-LSTM,71,20,4,512,24,0.001,0.0001,0.0001,0.001,0.695,0.299781181619256,0.2523020257826888,0.9449509719594014,0.274,0.598626498871045,0.2134402840740535,0.7033072503080192,0.2376175853699512,0.207686960697174,0.3596527153746823,5493,320,406,137,29660,6356,6356,5,0.2027143013747101,5.963201910999942,0.0053153911264855,3337,e35b0a444022856c2fdd895c47112a26fac1fb6d5390028530f0480b40753663,"{""mean"": 1.6630699634552002, ""p995"": 4.93992280960083, ""std"": 1.106569528579712}"
SGCC,CNN-LSTM,89,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6799999999999999,0.2494669509594882,0.2154696132596685,0.9394460691553416,0.2312252964426877,0.577457841207505,0.1656387793850769,0.6800137432483679,0.2011382868510622,0.2039609551429748,0.3484480788754246,5461,352,426,117,29660,6356,6356,5,0.1829766542849309,7.223426175999975,0.0053656609502742,3337,13038044e1dd2e37baed9c6630ba4734b2d5f1478472f14c7be65e9c898adef0,"{""mean"": 1.6562169790267944, ""p995"": 4.927568435668945, ""std"": 1.1022279262542725}"
SGCC,CNN-LSTM,107,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6399999999999999,0.2642998027613412,0.2472324723247232,0.935844513243894,0.2554814108674929,0.5915384927843087,0.188723559709432,0.6641044583820451,0.2101591828056758,0.2084345370531082,0.357985629571767,5441,373,408,134,29660,6356,6356,4,0.2320739588502624,6.20910128200012,0.0069941694462146,3337,53ec95dabb49701e9cbbbc3f9d5350f9a0e23907cef70ac22666e381ea0fee04,"{""mean"": 1.6612826585769653, ""p995"": 4.9096879959106445, ""std"": 1.1027220487594604}"
SGCC,CNN-LSTM,131,20,4,512,24,0.001,0.0001,0.0001,0.001,0.74,0.2945544554455445,0.2191528545119705,0.9509719594013418,0.2513199577613516,0.5850624069566561,0.1949151496229314,0.6984768374941667,0.2175187176817534,0.2321051806211471,0.3935717226687732,5528,285,424,119,29660,6356,6356,4,0.2011317932420712,8.266635628000131,0.0048130794525009,3337,dc7adf856b442a02f9bf6e806d8b2cd4d9b303106a1c022a9e1350cb9bfffb17,"{""mean"": 1.65463387966156, ""p995"": 4.932785511016846, ""std"": 1.1015292406082153}"
SGCC,CNN-LSTM,149,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6549999999999999,0.2359396433470507,0.3167587476979742,0.9041802855668328,0.270440251572327,0.6104695166324036,0.1938073770442302,0.6803270690352703,0.2247919669229288,0.2218078076839447,0.3749825318582482,5256,557,371,172,29660,6356,6356,7,0.1869856336001968,8.208698322000146,0.0060624570484473,3337,2fe5d83b4dd6181efa0741ca3c776e9cc9ee85bbd3faac5596f099d18602e3c7,"{""mean"": 1.6593199968338013, ""p995"": 4.9356303215026855, ""std"": 1.1055059432983398}"
SGCC,CNN-LSTM,173,20,4,512,24,0.001,0.0001,0.0001,0.001,0.73,0.2746987951807229,0.2099447513812154,0.948219507999312,0.2379958246346555,0.5790821296902636,0.1789594365766728,0.6820967736314649,0.2104528734235826,0.2279216051101684,0.3840081049463447,5512,301,429,114,29660,6356,6356,8,0.2048943242294405,9.262975045999838,0.0041573014474339,3337,1a38d74bc18352e29eb84baf1bc788d2f29c722b1799592bebbcc4c25e78508e,"{""mean"": 1.6609737873077393, ""p995"": 4.925848007202148, ""std"": 1.1032264232635498}"
SGCC,CNN-TCN,11,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7849999999999999,0.3564814814814814,0.141804788213628,0.976088078444865,0.2028985507246377,0.5589464333292465,0.1818764811726538,0.6728164376600488,0.1974654479530065,0.2199477702379226,0.3709096349611681,5674,139,466,77,29660,6356,6356,11,0.2224778454047573,10.42059879899989,0.0052760489301542,3625,6ba4489ea959390e716733d1f9d4e5942d00fb2c67251c935d86a1a1107fad28,"{""mean"": 1.659198522567749, ""p995"": 4.9457292556762695, ""std"": 1.1075389385223389}"
SGCC,CNN-TCN,23,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6449999999999999,0.2621527777777778,0.2780847145488029,0.92688800963358,0.2698838248436103,0.6024863620911914,0.1995818245083382,0.6966375929483006,0.2101773877902605,0.1978639513254165,0.3415778370971497,5388,425,392,151,29660,6356,6356,20,0.2036206886783224,17.997036232000028,0.0050207271868974,3625,c169325bd8ee0815bffa2ef059d1e4210c3659e3383dca5b073ca144e136aa90,"{""mean"": 1.661300778388977, ""p995"": 4.9457292556762695, ""std"": 1.1057639122009277}"
SGCC,CNN-TCN,37,20,4,512,24,0.001,0.0001,0.0001,0.001,0.61,0.252112676056338,0.3296500920810313,0.9086530190951316,0.2857142857142857,0.6191515555880814,0.2114609492080727,0.7010201938311253,0.2386786586930858,0.2206813693046569,0.3798493701305833,5282,531,364,179,29660,6356,6356,4,0.203434827690875,5.215871332999996,0.0038003508495869,3625,fdfc079b0a007baeea97c735265cfe975166ed4098a192250935acf170c7cc16,"{""mean"": 1.6570286750793457, ""p995"": 4.910050392150879, ""std"": 1.1032549142837524}"
SGCC,CNN-TCN,53,20,4,512,24,0.001,0.0001,0.0001,0.001,0.73,0.3265306122448979,0.1767955801104972,0.9659384138998796,0.2293906810035842,0.5713669970051884,0.1899528716731641,0.6845208507381213,0.2151665083768282,0.2197264283895492,0.3760139515437068,5615,198,447,96,29660,6356,6356,10,0.2365346373031192,9.33568981999997,0.004745691472623,3625,c577ffadb0560652337314587fbf605563c64f679708f378d63a011104aadc6f,"{""mean"": 1.655530333518982, ""p995"": 4.9090375900268555, ""std"": 1.1081187725067139}"
SGCC,CNN-TCN,71,20,4,512,24,0.001,0.0001,0.0001,0.001,0.695,0.3099273607748184,0.2357274401473296,0.9509719594013418,0.2677824267782426,0.5933496997743357,0.2117215703494249,0.7032564021899224,0.2332175098441206,0.2164669185876846,0.372506551983748,5528,285,415,128,29660,6356,6356,7,0.206935659384318,7.976243001000057,0.038310337633719,3625,e7d61f14a1519a20e42a77fa9e1ed1b45bcc308acef19cf72ff3e062e3aaa433,"{""mean"": 1.6630699634552002, ""p995"": 4.93992280960083, ""std"": 1.106569528579712}"
SGCC,CNN-TCN,89,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6699999999999999,0.2486486486486486,0.2541436464088398,0.9282642353345948,0.2513661202185792,0.5912039408717173,0.1806116465918797,0.684184714580484,0.2025613276793531,0.2030476629734039,0.3458154202210896,5396,417,405,138,29660,6356,6356,6,0.182857693714195,6.630285488999789,0.0053758310258105,3625,dcd546584eaa81210f541bb8dedc81d2a33de01a0dc3bd064a6bab0eb64ae397,"{""mean"": 1.6562169790267944, ""p995"": 4.927568435668945, ""std"": 1.1022279262542725}"
SGCC,CNN-TCN,107,20,4,512,24,0.001,0.0001,0.0001,0.001,0.725,0.309462915601023,0.2232472324723247,0.953560371517028,0.2593783494105037,0.5884038019946763,0.2055154579527896,0.6794619997283564,0.2266790075987357,0.2146654725074768,0.3648235816965694,5544,270,421,121,29660,6356,6356,10,0.2400557104332449,17.966847316999974,0.0041230539647546,3625,067680716c263b357252368ba5739a3fabe2983d7702fc6cfb5f860117aa04b7,"{""mean"": 1.6612826585769653, ""p995"": 4.9096879959106445, ""std"": 1.1027220487594604}"
SGCC,CNN-TCN,131,20,4,512,24,0.001,0.0001,0.0001,0.001,0.705,0.2857142857142857,0.1878453038674033,0.956132805780148,0.2266666666666666,0.5719890548237756,0.1747925847154298,0.6845260781147482,0.2065372495006199,0.2155957221984863,0.3700747027608717,5558,255,441,102,29660,6356,6356,3,0.2089986950001871,4.246771909000017,0.0048033297671373,3625,abfae93eff23c61d78305ac0a10f721eb6959a35f52525831aacf004a15335c0,"{""mean"": 1.65463387966156, ""p995"": 4.932785511016846, ""std"": 1.1015292406082153}"
SGCC,CNN-TCN,149,20,4,512,24,0.001,0.0001,0.0001,0.001,0.6799999999999999,0.2514970059880239,0.3093922651933701,0.9139858936865646,0.2774566473988439,0.6116890794399674,0.2035976487616108,0.678997731318544,0.2336951872700464,0.2424768954515457,0.4029209020191803,5313,500,375,168,29660,6356,6356,4,0.1942455988109634,5.490751180999951,0.0053209449339172,3625,2d4f58537054148d0babcc4350c1d3e914c05ac758b59f9d70df39de194230b1,"{""mean"": 1.6593199968338013, ""p995"": 4.9356303215026855, ""std"": 1.1055059432983398}"
SGCC,CNN-TCN,173,20,4,512,24,0.001,0.0001,0.0001,0.001,0.735,0.2846153846153846,0.2044198895027624,0.952004128677103,0.2379421221864952,0.5782120090899328,0.1821921185880612,0.6848980138820114,0.20710291474058,0.2259763032197952,0.3771675860402605,5534,279,432,111,29660,6356,6356,7,0.206515847110964,7.724546238999892,0.0042060489301291,3625,f9644ccbe47903149e8268442fc894140f2ef8fecbcd0837db956fbbff369e1c,"{""mean"": 1.6609737873077393, ""p995"": 4.925848007202148, ""std"": 1.1032264232635498}"
SGCC,Transformer,11,20,4,512,24,0.001,0.0001,0.0001,0.001,0.575,0.2150635208711434,0.43646408839779,0.8511955960777567,0.2881458966565349,0.6438298422377734,0.2123944893067389,0.7085186279942176,0.2193628475264429,0.1871412843465805,0.3208213911642062,4948,865,306,237,29660,6356,6356,18,0.2218506861711447,54.85783834999984,0.0077559811201785,2689,6633018cd8dcb2604124a368581c64826299bd66d777835df46a3c04d65f6555,"{""mean"": 1.659198522567749, ""p995"": 4.9457292556762695, ""std"": 1.1075389385223389}"
SGCC,Transformer,23,20,4,512,24,0.001,0.0001,0.0001,0.001,0.74,0.2946635730858468,0.2338858195211786,0.9477034233614312,0.2607802874743326,0.590794621441305,0.2018865477764874,0.7076096980825665,0.2201704383457386,0.1919690817594528,0.3270615315905263,5509,304,416,127,29660,6356,6356,20,0.2326201495798112,48.13874982499988,0.0066480398048745,2689,d0ae713a5b6c48bea2e21c54f079e8b09d7c51c8c3e7e27c8de6298d96ad1510,"{""mean"": 1.661300778388977, ""p995"": 4.9457292556762695, ""std"": 1.1057639122009277}"
SGCC,Transformer,37,20,4,512,24,0.001,0.0001,0.0001,0.001,0.5549999999999999,0.2064466615502686,0.4953959484346225,0.8221228281438155,0.2914409534127844,0.658759388289219,0.2198480570614094,0.7288684883915806,0.2607383100943935,0.1975093483924865,0.3409347673110274,4779,1034,274,269,29660,6356,6356,18,0.2370973852753017,52.015394887999946,0.0095233014474525,2689,d71a4ce4b22782061eb91aa1297dc2860e70bbe6e49ba69c05d922117178a839,"{""mean"": 1.6570286750793457, ""p995"": 4.910050392150879, ""std"": 1.1032549142837524}"
SGCC,Transformer,53,20,4,512,24,0.001,0.0001,0.0001,0.001,0.73,0.2822966507177033,0.2173112338858195,0.9483915362119388,0.2455775234131113,0.5828513850488791,0.1868622644522853,0.7067562100442298,0.2249607826390344,0.2043577134609222,0.3485760351465962,5513,300,425,118,29660,6356,6356,20,0.2654396216513076,49.62366990200008,0.0078853439270173,2689,4247fa779741ca77d3e3f29dbc40c9846f576c835d974ef8e158b092625ef6ba,"{""mean"": 1.655530333518982, ""p995"": 4.9090375900268555, ""std"": 1.1081187725067139}"
SGCC,Transformer,71,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7799999999999999,0.2954091816367265,0.2725598526703499,0.9392740409427146,0.2835249042145594,0.6059169468065323,0.2197420705874119,0.7246579157213827,0.2490167050169268,0.2230406254529953,0.3646161636938982,5460,353,395,148,29660,6356,6356,10,0.2210483630273111,33.844615876000034,0.0085787729704169,2689,77c6aa50037f4e9481ffdaea2be4e172d01859e58ded551747d05b689af0bd37,"{""mean"": 1.6630699634552002, ""p995"": 4.93992280960083, ""std"": 1.106569528579712}"
SGCC,Transformer,89,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7749999999999999,0.2734530938123752,0.2523020257826888,0.937381730603819,0.2624521072796935,0.5948418781932538,0.1967650250592325,0.7177241966393355,0.2280022120568401,0.2395433634519577,0.3935322424407423,5449,364,406,137,29660,6356,6356,14,0.2127215349016133,48.87689284399994,0.0080963415670393,2689,eeb350970f3b77ee96e4b0c9f80956f862133513933928d6321200d01082535c,"{""mean"": 1.6562169790267944, ""p995"": 4.927568435668945, ""std"": 1.1022279262542725}"
SGCC,Transformer,107,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7,0.266199649737303,0.2804428044280442,0.9279325765393877,0.2731356693620844,0.604187690483716,0.2035231557715756,0.7068318361202188,0.2342740398857548,0.1933428943157196,0.3299032822391985,5395,419,390,152,29660,6356,6356,16,0.270848743020259,53.94736196500003,0.0181214786028789,2689,556a1e532b4687b86b3d7d83a447ebc066ec35c162253bd063c3640a5824a25d,"{""mean"": 1.6612826585769653, ""p995"": 4.9096879959106445, ""std"": 1.1027220487594604}"
SGCC,Transformer,131,20,4,512,24,0.001,0.0001,0.0001,0.001,0.5249999999999999,0.1813898704358068,0.567219152854512,0.7608807844486496,0.2748772869254797,0.6640499686515808,0.2072705685149138,0.7270488861094029,0.2380359277518045,0.2127981632947921,0.3614215878119177,4423,1390,235,308,29660,6356,6356,20,0.2339178709602484,55.72560030699992,0.0123870700125746,2689,90ccff73c9cde73ebd14292fdc5c56e35c0e47abc5550bc2eadeba34e376ca69,"{""mean"": 1.65463387966156, ""p995"": 4.932785511016846, ""std"": 1.1015292406082153}"
SGCC,Transformer,149,20,4,512,24,0.001,0.0001,0.0001,0.001,0.715,0.2522658610271903,0.3075506445672191,0.9148460347496988,0.2771784232365145,0.611198339658459,0.2035122934366484,0.7133366851905886,0.2534749937701469,0.1957035958766937,0.3251816060996566,5318,495,376,167,29660,6356,6356,16,0.2216945637459994,55.45528602200011,0.0111666732221505,2689,fdcbc6ba53c8bbfc915573b09789f2bd6ac2b590517ebdcb5f5ba2546083c50c,"{""mean"": 1.6593199968338013, ""p995"": 4.9356303215026855, ""std"": 1.1055059432983398}"
SGCC,Transformer,173,20,4,512,24,0.001,0.0001,0.0001,0.001,0.7499999999999999,0.274,0.2523020257826888,0.937553758816446,0.2627037392138063,0.5949278922995673,0.1971234874715376,0.7098527178715136,0.2232308782261288,0.2090552002191543,0.3490543183340188,5450,363,406,137,29660,6356,6356,13,0.2227475753067373,46.43452294700023,0.0085617194776338,2689,6f27a2bb179908f15f7aa95760ec90344d1970e989f163dd7d14b923df3f2ee9,"{""mean"": 1.6609737873077393, ""p995"": 4.925848007202148, ""std"": 1.1032264232635498}"
