epoch,train_loss,validation_mcc,threshold
1,1.2424466055015038,0.1658896621785952,0.595
2,1.1839122905813415,0.16680392141288436,0.6699999999999999
3,1.1762921697106854,0.1694872893393286,0.7849999999999999
4,1.1738591584666023,0.16758219012015724,0.605
5,1.173076487820724,0.16936036526910797,0.73
6,1.1721497239737675,0.1735411333079899,0.7799999999999999
7,1.1718292554904675,0.16905063487126998,0.605
8,1.1709966474565967,0.17085803565130828,0.7599999999999999
9,1.1691493679737222,0.17442758892461285,0.5449999999999999
10,1.1678942729686868,0.1796485222647378,0.57
11,1.1649348283636158,0.17829868265668858,0.61
12,1.1595789430470302,0.17595760273765537,0.63
13,1.1590252148694005,0.17118344114237116,0.6449999999999999
14,1.1575659893710037,0.18575831790738842,0.635
15,1.1542185031134506,0.18427650124288308,0.605
16,1.1533982281027169,0.18179723882997564,0.625
17,1.1534068861912037,0.18659516059260123,0.625
18,1.149377867065627,0.1887829608301848,0.63
19,1.1496194929912174,0.18337452152851283,0.6549999999999999
20,1.147057148916968,0.19195880429913603,0.62
