epoch,train_loss,validation_mcc,threshold
1,1.2307494817108944,0.20544516765850218,0.695
2,1.1823547544150517,0.20423330594784272,0.7999999999999999
3,1.1762595032823497,0.20020482673912887,0.84
4,1.1727054036896805,0.2057578533484427,0.8099999999999999
5,1.1700921593041256,0.20829330689498352,0.8499999999999999
6,1.1673014821677372,0.21288199515024256,0.8499999999999999
7,1.165977347513725,0.21198629510573516,0.82
8,1.1601149090405167,0.20645136097291794,0.8549999999999999
9,1.158197450226751,0.20160428183944146,0.7849999999999999
10,1.1563764296728989,0.20481803588012615,0.8599999999999999
