epoch,train_loss,validation_mcc,threshold
1,0.6968294680118561,0.0,0.05
2,0.6945266425609589,0.0,0.05
3,0.6948316991329193,0.032478490123081544,0.5299999999999999
4,0.6940949857234955,0.07432941462471664,0.5399999999999999
5,0.6928825080394745,0.1846372364689991,0.5399999999999999
6,0.6924623250961304,0.13303315632422427,0.5349999999999999
7,0.6921171247959137,0.21442250696755896,0.5449999999999999
8,0.6919457018375397,0.14990633779917228,0.5499999999999999
9,0.6921238899230957,0.14990633779917228,0.5549999999999999
10,0.6917779743671417,0.22808577638091165,0.5549999999999999
11,0.6913085877895355,0.2,0.5599999999999999
12,0.690043181180954,0.1846372364689991,0.565
13,0.6891559958457947,0.1846372364689991,0.57
14,0.6896736025810242,0.22808577638091165,0.575
15,0.6879974603652954,0.17712297710801905,0.58
16,0.688593864440918,0.1846372364689991,0.59
17,0.6870623528957367,0.19201160638565626,0.595
18,0.686776876449585,0.19289712886816485,0.605
