epoch,train_loss,validation_mcc,threshold
1,0.6929420232772827,0.16807316136320358,0.5249999999999999
2,0.6920123994350433,0.2,0.5299999999999999
3,0.6916593611240387,0.19149536101480788,0.5149999999999999
4,0.6912259757518768,0.18070158058105026,0.5149999999999999
5,0.6904896795749664,0.2,0.5499999999999999
6,0.690150260925293,0.16807316136320358,0.5599999999999999
7,0.689594179391861,0.2,0.565
8,0.688807487487793,0.2,0.575
9,0.6881541609764099,0.24112141108520604,0.58
10,0.6877614259719849,0.24112141108520604,0.59
11,0.6863217353820801,0.24112141108520604,0.6
12,0.686378002166748,0.20619652471058064,0.61
13,0.6862406432628632,0.22808577638091165,0.625
14,0.6860596537590027,0.23468085224913543,0.635
15,0.6830204427242279,0.24112141108520604,0.6499999999999999
16,0.6819504499435425,0.21402422701654997,0.5249999999999999
17,0.6842840015888214,0.23468085224913543,0.6749999999999999
