epoch,train_loss,validation_mcc,threshold
1,1.2230852020197902,0.22050715149361524,0.695
2,1.1775376447315873,0.22913399739913878,0.74
3,1.159730492994703,0.23426270938910207,0.7449999999999999
4,1.1493098735809326,0.23186288059201968,0.6849999999999999
5,1.1431399861286426,0.2476577926566659,0.725
6,1.1404580237536595,0.2497591526715243,0.7
7,1.135916299861053,0.25366119512819413,0.6499999999999999
8,1.1337743699550629,0.25460172746441817,0.705
9,1.1309338674463074,0.25788845827935525,0.6399999999999999
10,1.1289738396118427,0.26517761935009965,0.69
11,1.128075559591425,0.26549599857814726,0.695
12,1.1253563073174706,0.2649058705897955,0.6699999999999999
13,1.1246592443564842,0.2628586239139852,0.63
14,1.1255049284162193,0.2642012693257769,0.72
15,1.123496750305439,0.2689618427848203,0.705
16,1.1228546890719184,0.270848743020259,0.7
17,1.1259806854971524,0.2700231435379479,0.715
18,1.1208410591914737,0.2689300027924279,0.71
19,1.1215451030895627,0.2687243985557714,0.705
20,1.1213313968017184,0.26803138435458546,0.6649999999999999
