epoch,train_loss,validation_mcc,threshold,bce_loss,physics_loss_raw,physics_loss_weighted,bce_grad_norm,physics_grad_norm_raw,physics_grad_norm_weighted,weighted_to_bce_grad_ratio,gradient_cosine
1,0.7040250599384308,0.0,0.05,0.700309157371521,0.0020674176048487425,0.0020674176048487425,0.027520835399627686,0.00025529717095196247,0.00025529717095196247,0.009276505136737829,-0.10844103246927261
2,0.7025335431098938,0.0,0.05,0.6992226839065552,0.0016654653009027243,0.0016654653009027243,0.026058794930577278,0.00023991306079551578,0.00023991306079551578,0.009206606116463307,-0.11940155923366547
3,0.7010105550289154,0.0,0.05,0.698213517665863,0.0013305599568411708,0.0013305599568411708,0.024764835834503174,0.00022762366279494017,0.00022762366279494017,0.009191406085470895,-0.13219769299030304
4,0.6978639662265778,0.0,0.05,0.6972745656967163,0.0010539363138377666,0.0010539363138377666,0.023604804649949074,0.00021826820739079267,0.00021826820739079267,0.009246770334583708,-0.14771237969398499
5,0.6970007419586182,0.0,0.05,0.6964160203933716,0.0008274396532215178,0.0008274396532215178,0.022588811814785004,0.00021132492111064494,0.00021132492111064494,0.009355291586090726,-0.16426295042037964
6,0.6972401440143585,0.18576071235199634,0.5399999999999999,0.6956155300140381,0.0006432118825614452,0.0006432118825614452,0.021673468872904778,0.00020614147069863975,0.00020614147069863975,0.009511235691317914,-0.18043363094329834
7,0.694673478603363,0.0784735610658242,0.5349999999999999,0.6948610544204712,0.0004942900268360972,0.0004942900268360972,0.02081470564007759,0.00020219795987941325,0.00020219795987941325,0.009714187813931512,-0.19656987488269806
8,0.6960260570049286,0.18576071235199634,0.5349999999999999,0.6941681504249573,0.00037466699723154306,0.00037466699723154306,0.020055262371897697,0.00019915387383662164,0.00019915387383662164,0.009930255218983556,-0.21475856006145477
9,0.6940427422523499,0.15900879764848913,0.5299999999999999,0.6934740543365479,0.00027996973949484527,0.00027996973949484527,0.019300904124975204,0.0001970094454009086,0.0001970094454009086,0.01020726511697346,-0.2363625466823578
10,0.6932039558887482,0.18576071235199634,0.5299999999999999,0.6928044557571411,0.00020729267271235585,0.00020729267271235585,0.018570121377706528,0.00019567580602597445,0.00019567580602597445,0.010537131236034013,-0.26014944911003113
11,0.6926009953022003,0.13031675310700033,0.5249999999999999,0.6921638250350952,0.0001541442034067586,0.0001541442034067586,0.017848368734121323,0.0001950283913174644,0.0001950283913174644,0.010926958884742342,-0.2838529050350189
12,0.6924428343772888,0.17407765595569785,0.5249999999999999,0.6915279030799866,0.00011760475172195584,0.00011760475172195584,0.017094748094677925,0.000195001601241529,0.000195001601241529,0.01140710586441683,-0.3071116507053375
13,0.691857635974884,0.17232808737106584,0.5199999999999999,0.6909281015396118,9.429968486074358e-05,9.429968486074358e-05,0.01631861738860607,0.0001953464961843565,0.0001953464961843565,0.011970774945722464,-0.3281319737434387
14,0.690785825252533,0.16222142113076254,0.5199999999999999,0.6903361082077026,8.100897684926167e-05,8.100897684926167e-05,0.01546555757522583,0.00019607871945481747,0.00019607871945481747,0.012678412562953089,-0.34937942028045654
