model,seed,attack,mcc,auroc,attack_recall
Attention-LSTM,131,partial_zeroing,-0.07214791053658226,0.7663389242336611,0.05263157894736842
Attention-LSTM,131,peak_clipping,0.07451755367231847,0.6173238526179703,0.17647058823529413
Attention-LSTM,131,reversal,-0.01898101898101898,0.3966033966033966,0.09090909090909091
Attention-LSTM,131,scaled_reduction,-0.06697668948863124,0.6935286935286935,0.05555555555555555
Attention-LSTM,149,daily_flattening,0.0,0.4375,0.0
Attention-LSTM,149,noise,0.0,0.38766788766788773,0.0
Attention-LSTM,149,partial_zeroing,0.4067610422035835,0.7932067932067932,0.18181818181818182
Attention-LSTM,149,peak_clipping,0.0,0.6512434933487564,0.0
Attention-LSTM,149,reversal,0.0,0.4911242603550296,0.0
Attention-LSTM,149,scaled_reduction,0.4372373160976031,0.6962323390894819,0.21428571428571427
Attention-LSTM,173,daily_flattening,-0.02486823656509969,0.35925612848689775,0.23076923076923078
Attention-LSTM,173,noise,-0.09519974546297126,0.44740973312401877,0.14285714285714285
Attention-LSTM,173,partial_zeroing,0.3886109750034991,0.8754578754578755,0.8333333333333334
Attention-LSTM,173,peak_clipping,0.23388418576054085,0.6208791208791209,0.5555555555555556
Attention-LSTM,173,reversal,-0.09519974546297126,0.4364207221350078,0.14285714285714285
Attention-LSTM,173,scaled_reduction,0.2760793005999911,0.7291208791208792,0.6
CNN-LSTM,11,daily_flattening,0.02807147147366141,0.5362637362637362,0.2
CNN-LSTM,11,noise,0.15838723999802065,0.5134865134865134,0.36363636363636365
CNN-LSTM,11,partial_zeroing,0.5570066518960167,0.8220826792255364,0.8095238095238095
CNN-LSTM,11,peak_clipping,0.0963640783789534,0.5320994794679005,0.2631578947368421
CNN-LSTM,11,reversal,-0.14992505620316599,0.3653846153846154,0.0
CNN-LSTM,11,scaled_reduction,0.4316443499612039,0.7802197802197802,0.6666666666666666
CNN-LSTM,23,daily_flattening,-0.06928042297946609,0.31025641025641026,0.06666666666666667
CNN-LSTM,23,noise,-0.04688907005787792,0.3434065934065934,0.08333333333333333
CNN-LSTM,23,partial_zeroing,0.3919507998301553,0.854090354090354,0.5555555555555556
CNN-LSTM,23,peak_clipping,0.2078889405431769,0.5871271585557299,0.35714285714285715
CNN-LSTM,23,reversal,-0.03689286771227045,0.48131868131868133,0.1
CNN-LSTM,23,scaled_reduction,0.4922388416504642,0.7774725274725275,0.75
CNN-LSTM,37,daily_flattening,0.0,0.716640502354788,1.0
CNN-LSTM,37,noise,0.0,0.47484094852515907,1.0
CNN-LSTM,37,partial_zeroing,0.0,0.41483516483516486,1.0
CNN-LSTM,37,peak_clipping,0.0,0.304029304029304,1.0
CNN-LSTM,37,reversal,0.0,0.567032967032967,1.0
CNN-LSTM,37,scaled_reduction,0.0,0.22564102564102564,1.0
