epoch,train_loss,validation_mcc,threshold
1,1.2308112156802211,0.18206000874893638,0.6849999999999999
2,1.186730327277348,0.18386256604747062,0.725
3,1.17928894223838,0.1966490204929616,0.6799999999999999
4,1.1757491744797806,0.19711799482922096,0.715
5,1.1718704453830062,0.1975507116802034,0.705
6,1.1679347486331546,0.19872931704958216,0.72
7,1.1637632764618973,0.19490141376801906,0.7499999999999999
8,1.160546749830246,0.19602384868955208,0.6699999999999999
9,1.1585483818218625,0.19342419744043993,0.74
10,1.156703063126268,0.19239498508214198,0.71
