epoch,train_loss,validation_mcc,threshold
1,1.2418192789472382,0.213701055483413,0.6499999999999999
2,1.1949064669937923,0.21833561348559924,0.74
3,1.1851136889950982,0.22034940368098305,0.8099999999999999
4,1.1810709011965785,0.22172502393907043,0.82
5,1.1795020822820992,0.22616224178883165,0.815
6,1.176686050563023,0.2249595598870644,0.82
7,1.173135938315556,0.2286243755367508,0.7799999999999999
8,1.1686401161654243,0.22566168718783278,0.7649999999999999
9,1.164050078597562,0.21998840058055472,0.735
10,1.1601820084555396,0.21761554891669785,0.715
11,1.1583568957345238,0.21961347351677063,0.6499999999999999
