dataset,lambda_el,seed,epoch,train_loss,validation_mcc,threshold,bce_loss,physics_loss_raw,physics_loss_weighted,bce_grad_norm,physics_grad_norm_raw,physics_grad_norm_weighted,weighted_to_bce_grad_ratio,gradient_cosine
SGCC,0,37,3,1.187282364943932,0.19075026899028996,0.575,1.1632356643676758,0.003299377392977476,0.0,0.03229610621929169,0.0005483735003508627,0.0,0.0,-0.32003799080848694
SGCC,0,37,4,1.1829661326161747,0.19460209910053242,0.625,1.161314845085144,0.003345895791426301,0.0,0.04144249111413956,0.000631831877399236,0.0,0.0,-0.10145124047994614
SGCC,0,37,5,1.1803686372165023,0.19330386612924566,0.615,1.158410668373108,0.003409830154851079,0.0,0.04389597848057747,0.0007578398217447102,0.0,0.0,-0.053356245160102844
SGCC,0,37,6,1.1762584766437267,0.19287998640349546,0.8549999999999999,1.1531203985214233,0.003466605208814144,0.0,0.06540553271770477,0.0010087051196023822,0.0,0.0,-0.24162350594997406
SGCC,0,37,7,1.170733328523307,0.19543575296545915,0.565,1.1544411182403564,0.003554997267201543,0.0,0.07347781211137772,0.001424331683665514,0.0,0.0,0.5072113275527954
SGCC,0,37,8,1.1667892336845398,0.19810433056857882,0.5599999999999999,1.1517720222473145,0.0035843541845679283,0.0,0.09320974349975586,0.0018634366570040584,0.0,0.0,0.41878122091293335
SGCC,0,37,9,1.1641596781796422,0.2023089834300816,0.59,1.1502019166946411,0.003694349667057395,0.0,0.11147550493478775,0.002117438241839409,0.0,0.0,0.5433740019798279
SGCC,0,37,10,1.161380122447836,0.20309853131968797,0.49499999999999994,1.1500405073165894,0.0036459590774029493,0.0,0.2092549204826355,0.002343973144888878,0.0,0.0,-0.24159978330135345
SGCC,0,37,11,1.1609695594886253,0.19766860025202335,0.5249999999999999,1.1469175815582275,0.003886826802045107,0.0,0.07350200414657593,0.0029434356838464737,0.0,0.0,0.563589870929718
SGCC,0,37,12,1.1597356364644806,0.20343059869239818,0.5499999999999999,1.1442217826843262,0.0037789668422192335,0.0,0.06170279532670975,0.0025134370662271976,0.0,0.0,-0.3951280117034912
SGCC,0,37,13,1.1603611913220635,0.20466424726068516,0.57,1.1433850526809692,0.003894655266776681,0.0,0.09362419694662094,0.002548176096752286,0.0,0.0,0.24797584116458893
SGCC,0,37,14,1.1592735483728607,0.2023737826529789,0.5199999999999999,1.1437981128692627,0.003848074935376644,0.0,0.15477538108825684,0.0026230255607515574,0.0,0.0,-0.43521925806999207
SGCC,0,37,15,1.1586041727970386,0.20257961550370626,0.5349999999999999,1.14434814453125,0.004132973961532116,0.0,0.11469758301973343,0.0036858937237411737,0.0,0.0,0.6366848349571228
SGCC,0,37,16,1.1584643690750516,0.20092361913491863,0.5199999999999999,1.1410295963287354,0.004031258635222912,0.0,0.08854342997074127,0.003156953025609255,0.0,0.0,-0.1693703830242157
SGCC,0,37,17,1.1577095574346081,0.19997528069980663,0.61,1.143104076385498,0.004162503406405449,0.0,0.12572193145751953,0.0035138102248311043,0.0,0.0,0.1844240128993988
SGCC,0,53,1,1.2422752503691048,0.20922765064251778,0.6399999999999999,1.1289818286895752,0.002616755198687315,0.0,0.10042959451675415,0.0004629923787433654,0.0,0.0,-0.07798046618700027
SGCC,0,53,2,1.1942410078541985,0.21870223005326658,0.735,1.1154271364212036,0.0026513540651649237,0.0,0.07895660400390625,0.000527352443896234,0.0,0.0,-0.2436378300189972
SGCC,0,53,3,1.1838231045624306,0.2211501412460821,0.7499999999999999,1.1094105243682861,0.002693348564207554,0.0,0.064065121114254,0.0005889508756808937,0.0,0.0,-0.24614115059375763
SGCC,0,53,4,1.1794418199308987,0.22487146405596467,0.825,1.1067020893096924,0.0027469296474009752,0.0,0.09312215447425842,0.0006739833625033498,0.0,0.0,-0.12335000932216644
SGCC,0,53,5,1.1758430497399692,0.22329385738131793,0.7799999999999999,1.1012754440307617,0.0028136963956058025,0.0,0.08408493548631668,0.0007968867430463433,0.0,0.0,0.0754760205745697
SGCC,0,53,6,1.1715936856023197,0.22681919008927237,0.8099999999999999,1.1031379699707031,0.0028308930341154337,0.0,0.15852098166942596,0.0008410218870267272,0.0,0.0,0.07491155713796616
SGCC,0,53,7,1.1676914116431927,0.2248466645516993,0.7699999999999999,1.1072371006011963,0.002909088274464011,0.0,0.13026270270347595,0.0010075507452711463,0.0,0.0,0.08647502958774567
SGCC,0,53,8,1.1658615716572465,0.22724355329705387,0.7799999999999999,1.1022286415100098,0.002946296241134405,0.0,0.0867878720164299,0.001099127228371799,0.0,0.0,-0.039726316928863525
SGCC,0,53,9,1.1637407654318317,0.22271081352175828,0.7599999999999999,1.110679030418396,0.0031185001134872437,0.0,0.12761211395263672,0.0014956060331314802,0.0,0.0,0.1875576227903366
SGCC,0,53,10,1.1613441459063827,0.2197873736016743,0.7599999999999999,1.1120185852050781,0.003304111072793603,0.0,0.18176724016666412,0.0023409861605614424,0.0,0.0,0.3975210189819336
SGCC,0,53,11,1.1582361233645473,0.2204669603837391,0.6749999999999999,1.1129124164581299,0.003567997831851244,0.0,0.27213189005851746,0.0038870596326887608,0.0,0.0,0.3464024066925049
SGCC,0,53,12,1.156126288504436,0.22281651767381214,0.7599999999999999,1.1029292345046997,0.0033349907025694847,0.0,0.38610416650772095,0.0028368402272462845,0.0,0.0,-0.1572815179824829
SGCC,0,71,1,1.2308110779729382,0.18206000874893638,0.6849999999999999,1.2519410848617554,0.005947083700448275,0.0,0.053614191710948944,0.0007150904857553542,0.0,0.0,-0.009675847366452217
SGCC,0,71,2,1.186730331388013,0.18386256604747062,0.725,1.24508798122406,0.00595888402312994,0.0,0.22262510657310486,0.0006826398312114179,0.0,0.0,-0.06645511835813522
SGCC,0,71,3,1.1792889484043778,0.1966490204929616,0.6799999999999999,1.2457826137542725,0.005998976528644562,0.0,0.21078728139400482,0.0007554107578471303,0.0,0.0,-0.0521957091987133
SGCC,0,71,4,1.1757491765351131,0.19711799482922096,0.715,1.244528889656067,0.006010509096086025,0.0,0.18124207854270935,0.0008563913870602846,0.0,0.0,0.11509890854358673
SGCC,0,71,5,1.1718704248296803,0.1975507116802034,0.705,1.2412933111190796,0.0060019888915121555,0.0,0.13995665311813354,0.0010141805978491902,0.0,0.0,0.2996774911880493
SGCC,0,71,6,1.1679347013605053,0.19872931704958216,0.72,1.2431044578552246,0.006012747064232826,0.0,0.2390565127134323,0.0010916453320533037,0.0,0.0,0.15388666093349457
SGCC,0,71,7,1.163763243576576,0.19490141376801906,0.7499999999999999,1.2373127937316895,0.006015438120812178,0.0,0.2264951467514038,0.0012807013699784875,0.0,0.0,0.16232188045978546
SGCC,0,71,8,1.160546696391599,0.19602384868955208,0.6699999999999999,1.2385326623916626,0.006091315299272537,0.0,0.35155898332595825,0.0014966664602980018,0.0,0.0,0.09337268024682999
SGCC,0,71,9,1.158548294470228,0.19342419744043993,0.74,1.2256145477294922,0.006139088422060013,0.0,0.09039419144392014,0.001823530183173716,0.0,0.0,0.3123207688331604
SGCC,0,71,10,1.1567029480276436,0.19239498508214198,0.71,1.2269096374511719,0.006194105371832848,0.0,0.15225151181221008,0.002121260389685631,0.0,0.0,0.2746194005012512
SGCC,0,89,1,1.2504829743812824,0.16199169545296704,0.58,1.280976414680481,0.005706426687538624,0.0,0.06290589272975922,0.0007441453635692596,0.0,0.0,-0.047822706401348114
SGCC,0,89,2,1.1929825410760682,0.17196178764702322,0.7549999999999999,1.2493339776992798,0.005728474352508783,0.0,0.07424965500831604,0.0008533023647032678,0.0,0.0,-0.5762325525283813
SGCC,0,89,3,1.179888899984031,0.17571971660776942,0.73,1.2427563667297363,0.005787724629044533,0.0,0.05314883589744568,0.0007570781162939966,0.0,0.0,0.27821314334869385
SGCC,0,89,4,1.1750178727610359,0.17775562441789444,0.59,1.2425782680511475,0.005839779041707516,0.0,0.16946302354335785,0.0007803390035405755,0.0,0.0,0.1958363652229309
SGCC,0,89,5,1.1727073336469716,0.1781288151888377,0.625,1.2374058961868286,0.005867601837962866,0.0,0.1237105131149292,0.0008656105492264032,0.0,0.0,0.22794866561889648
SGCC,0,89,6,1.1706733087013508,0.18624004233930413,0.7799999999999999,1.2317265272140503,0.005870447494089603,0.0,0.06983541697263718,0.0010407483205199242,0.0,0.0,0.08759225904941559
SGCC,0,89,7,1.1682288420611415,0.18418982643344362,0.7499999999999999,1.2283133268356323,0.005907027050852776,0.0,0.1920960545539856,0.001195143093355,0.0,0.0,0.14336924254894257
SGCC,0,89,8,1.163364735142938,0.18061965513171688,0.6649999999999999,1.2165250778198242,0.005920184776186943,0.0,0.2241881787776947,0.001694973325356841,0.0,0.0,-0.10697386413812637
SGCC,0,89,9,1.1577995511992225,0.1766169169254711,0.7499999999999999,1.2129210233688354,0.006061106454581022,0.0,0.11514393240213394,0.0019158251816406846,0.0,0.0,0.31684383749961853
SGCC,0,89,10,1.1549508705221374,0.18434346865672038,0.6749999999999999,1.2094025611877441,0.006007855758070946,0.0,0.28570717573165894,0.00229023233987391,0.0,0.0,-0.3173779547214508
SGCC,0,107,1,1.240640839626049,0.22214384780628915,0.6649999999999999,1.1969637870788574,0.004451589658856392,0.0,0.05110892653465271,0.0006045594927854836,0.0,0.0,-0.2026243656873703
SGCC,0,107,2,1.1899592855881,0.224517644393936,0.7649999999999999,1.1846044063568115,0.0044707972556352615,0.0,0.03531515598297119,0.0006273329490795732,0.0,0.0,0.09282315522432327
SGCC,0,107,3,1.1822165446034794,0.2220814109894137,0.7,1.1845988035202026,0.0044932179152965546,0.0,0.057086262851953506,0.0006721406243741512,0.0,0.0,0.018758852034807205
SGCC,0,107,4,1.1799871654346072,0.22865482915656254,0.6749999999999999,1.1817171573638916,0.0045433808118104935,0.0,0.019248293712735176,0.0007770792581140995,0.0,0.0,-0.1386175900697708
SGCC,0,107,5,1.1785006790325558,0.22986136225792264,0.7449999999999999,1.1830817461013794,0.004563996568322182,0.0,0.11966253072023392,0.0008334230515174568,0.0,0.0,-0.06575337052345276
SGCC,0,107,6,1.1769437111657242,0.23087145257719988,0.6399999999999999,1.1790870428085327,0.0046276431530714035,0.0,0.08123514801263809,0.000972308567725122,0.0,0.0,-0.22554393112659454
SGCC,0,107,7,1.1730649574049588,0.2263707223067129,0.7599999999999999,1.1715171337127686,0.004712432157248259,0.0,0.04416091740131378,0.001156006008386612,0.0,0.0,-0.22460268437862396
SGCC,0,107,8,1.1680941715322692,0.22073409814636397,0.635,1.1597158908843994,0.004833363462239504,0.0,0.04869316518306732,0.001486713532358408,0.0,0.0,-0.0632127970457077
SGCC,0,107,9,1.1624493527001347,0.21883411423433508,0.695,1.15506112575531,0.004977933596819639,0.0,0.08925550431013107,0.0018565268255770206,0.0,0.0,0.22813481092453003
SGCC,0,107,10,1.1605375347466305,0.22015468979293515,0.7899999999999999,1.1573368310928345,0.0051421187818050385,0.0,0.12839612364768982,0.002288882853463292,0.0,0.0,0.4816737174987793
SGCC,0,131,1,1.2461751740554283,0.19465944237515936,0.615,1.2218341827392578,0.0031315756496042013,0.0,0.03658510744571686,0.0003969940007664263,0.0,0.0,-0.10986532270908356
SGCC,0,131,2,1.194227738627072,0.19496124121354783,0.71,1.2206921577453613,0.0031476751901209354,0.0,0.15963201224803925,0.00039553793612867594,0.0,0.0,0.25069746375083923
SGCC,0,131,3,1.1850621885266797,0.1977337795470805,0.6749999999999999,1.213749885559082,0.0031669752206653357,0.0,0.043586812913417816,0.00044124104897491634,0.0,0.0,0.25619205832481384
SGCC,0,131,4,1.1827607853659268,0.20292055403869194,0.715,1.2117109298706055,0.0031902524642646313,0.0,0.05305946618318558,0.0004930882132612169,0.0,0.0,0.318679541349411
SGCC,0,131,5,1.1812748086863551,0.20299629699141536,0.705,1.2113293409347534,0.003208825597539544,0.0,0.035035718232393265,0.000533879327122122,0.0,0.0,0.14655695855617523
SGCC,0,131,6,1.1787551435930976,0.20060597859822907,0.705,1.2084468603134155,0.0032406069803982973,0.0,0.021620215848088264,0.0006173881120048463,0.0,0.0,-0.005849822424352169
SGCC,0,131,7,1.1766302040938674,0.2007346995892221,0.73,1.2097148895263672,0.0032702076714485884,0.0,0.09069187194108963,0.0007263508741743863,0.0,0.0,0.24498294293880463
SGCC,0,131,8,1.1717979774392884,0.1935240883929714,0.57,1.2059886455535889,0.0033372158650308847,0.0,0.07240527868270874,0.0008967487374320626,0.0,0.0,0.20523950457572937
SGCC,0,131,9,1.1680046319961548,0.19060604367367434,0.5099999999999999,1.205201268196106,0.0034398953430354595,0.0,0.05194929614663124,0.001087429584003985,0.0,0.0,-0.43239259719848633
SGCC,0,149,1,1.245013280161496,0.1700591418882752,0.595,1.231062650680542,0.004463967401534319,0.0,0.06527002900838852,0.0005268356762826443,0.0,0.0,-0.18402332067489624
SGCC,0,149,2,1.197767709863597,0.18281179942189055,0.62,1.2075990438461304,0.004469908308237791,0.0,0.06644683331251144,0.0005384485702961683,0.0,0.0,-0.044572196900844574
SGCC,0,149,3,1.1837798829736381,0.18667961981020492,0.6,1.2029917240142822,0.004498520866036415,0.0,0.10731102526187897,0.0005740151973441243,0.0,0.0,-0.07205037772655487
SGCC,0,149,4,1.1800029246971524,0.18404224951737244,0.6399999999999999,1.1949125528335571,0.004541331902146339,0.0,0.03934253379702568,0.0006545553915202618,0.0,0.0,-0.36204707622528076
SGCC,0,149,5,1.175775028508285,0.187518391171696,0.625,1.1857168674468994,0.004600340034812689,0.0,0.04628726840019226,0.0007681380375288427,0.0,0.0,-0.5045554041862488
SGCC,0,149,6,1.1708537936210632,0.18294723469064303,0.575,1.1739085912704468,0.004716335330158472,0.0,0.20649410784244537,0.0009918365394696593,0.0,0.0,-0.1625364124774933
SGCC,0,149,7,1.163698690718618,0.1709884125827158,0.575,1.1690731048583984,0.004959633573889732,0.0,0.16553173959255219,0.0016538375057280064,0.0,0.0,-0.017477987334132195
SGCC,0,149,8,1.160744043259785,0.17913543002481885,0.615,1.1601049900054932,0.005035140551626682,0.0,0.0933765396475792,0.0018832169007509947,0.0,0.0,-0.2340652346611023
SGCC,0,149,9,1.1564072627445747,0.1785825128858036,0.74,1.1629279851913452,0.005132937803864479,0.0,0.22351126372814178,0.002568139461800456,0.0,0.0,-0.14468927681446075
SGCC,0,173,1,1.2414240569903934,0.1928727858204704,0.6649999999999999,1.1801029443740845,0.006572158541530371,0.0,0.04525558650493622,0.0008407828863710165,0.0,0.0,0.08184320479631424
SGCC,0,173,2,1.1921112393510753,0.19860573841358597,0.82,1.15974760055542,0.006556227337568998,0.0,0.02200073003768921,0.0009275020565837622,0.0,0.0,-0.17405155301094055
SGCC,0,173,3,1.1821560181420425,0.19831838073305208,0.845,1.1559897661209106,0.006583704613149166,0.0,0.056986112147569656,0.0010437051532790065,0.0,0.0,-0.525306761264801
SGCC,0,173,4,1.1774654635067643,0.1940457014198064,0.8049999999999999,1.1552226543426514,0.00661300215870142,0.0,0.10919999331235886,0.0012613818980753422,0.0,0.0,-0.5886371731758118
SGCC,0,173,5,1.1751982559417855,0.19521704483153943,0.725,1.1521533727645874,0.006694470532238483,0.0,0.05072158947587013,0.001477111829444766,0.0,0.0,0.167638897895813
SGCC,0,173,6,1.1705886875760967,0.19570812127877024,0.7599999999999999,1.1479437351226807,0.006734396331012249,0.0,0.07284173369407654,0.001963929273188114,0.0,0.0,0.41644519567489624
SGCC,0.000001,11,1,1.2455563031393906,0.19649924849291975,0.6549999999999999,1.190123438835144,0.0034731142222881317,3.4731142222881317e-09,0.07363995909690857,0.0003958732995670289,3.9587329956702887e-10,5.375794669386879e-09,-0.11171814054250717
SGCC,0.000001,11,2,1.1849513269703964,0.20303526978318007,0.7799999999999999,1.1544283628463745,0.0020586454775184393,2.0586454775184394e-09,0.1384226530790329,0.00045945809688419104,4.59458096884191e-10,3.319240649302263e-09,-0.46441489458084106
SGCC,0.000001,11,3,1.1753254471154049,0.20368514161110357,0.845,1.144540786743164,0.0013442063936963677,1.3442063936963677e-09,0.05865854024887085,0.0005286748055368662,5.286748055368662e-10,9.012750799693536e-09,-0.4599638283252716
SGCC,0.000001,11,4,1.1720980107784271,0.20719136394800103,0.825,1.1431465148925781,0.0009763077250681818,9.763077250681816e-10,0.04166049137711525,0.0006351482588797808,6.351482588797808e-10,1.524581774925193e-08,-0.35821831226348877
SGCC,0.000001,11,5,1.1697864347490772,0.21012892144951467,0.8549999999999999,1.1396480798721313,0.000758737965952605,7.58737965952605e-10,0.037803541868925095,0.0006833716761320829,6.833716761320829e-10,1.8076921958834273e-08,0.2855790853500366
SGCC,0.000001,11,6,1.1681168295186142,0.20773265189430448,0.8599999999999999,1.1411172151565552,0.0006505322526209056,6.505322526209056e-10,0.14324630796909332,0.0007409701938740909,7.409701938740909e-10,5.1727001161800405e-09,0.30731743574142456
SGCC,0.000001,11,7,1.1675670095558823,0.20645136097291794,0.8699999999999999,1.1373120546340942,0.0006064214394427836,6.064214394427836e-10,0.051046814769506454,0.0008370434516109526,8.370434516109525e-10,1.639756477246397e-08,-0.1790260672569275
SGCC,0.000001,11,8,1.1629436766279155,0.20990966754783555,0.815,1.135369896888733,0.0006252584862522781,6.252584862522781e-10,0.06005570665001869,0.0009418497793376446,9.418497793376445e-10,1.5682935592222383e-08,-0.19531594216823578
SGCC,0.000001,11,9,1.158631156230795,0.2053276027101404,0.7699999999999999,1.140636682510376,0.0007219529361464083,7.219529361464082e-10,0.13966625928878784,0.0011381319491192698,1.1381319491192699e-09,8.148939872198876e-09,-0.1909118890762329
SGCC,0.000001,23,1,1.2383563970697338,0.16098818364121975,0.6749999999999999,1.2102936506271362,0.003115425119176507,3.115425119176507e-09,0.07032684236764908,0.00045479205437004566,4.5479205437004565e-10,6.466834555041159e-09,-0.2911599576473236
SGCC,0.000001,23,2,1.1828684323820575,0.1623949947998129,0.8049999999999999,1.1898154020309448,0.0019179590744897723,1.9179590744897722e-09,0.08036068081855774,0.00043665344128385186,4.3665344128385184e-10,5.433670258092378e-09,0.15406852960586548
SGCC,0.000001,23,3,1.1754489684927052,0.17080420340301358,0.705,1.1838045120239258,0.0013188181910663843,1.3188181910663843e-09,0.07099388539791107,0.0005613371031358838,5.613371031358837e-10,7.906837328167992e-09,-0.5198076367378235
SGCC,0.000001,23,4,1.1716017353123631,0.17521170525317364,0.615,1.179574966430664,0.0009974674321711063,9.974674321711063e-10,0.05142213776707649,0.0006661437801085413,6.661437801085412e-10,1.2954416308515396e-08,-0.5059462189674377
SGCC,0.000001,23,5,1.1697337771284169,0.18261351824517974,0.6399999999999999,1.1751538515090942,0.0008327664108946919,8.327664108946919e-10,0.049850039184093475,0.0007852354319766164,7.852354319766163e-10,1.5751952151467417e-08,-0.47481581568717957
SGCC,0.000001,23,6,1.1660173083173817,0.18594596659255755,0.6799999999999999,1.167763113975525,0.0007546751294285059,7.546751294285058e-10,0.050887227058410645,0.0008800138020887971,8.80013802088797e-10,1.7293412373967197e-08,-0.3670274019241333
SGCC,0.000001,23,7,1.162643249692588,0.1764543092188373,0.7799999999999999,1.1561377048492432,0.0007721001747995615,7.721001747995614e-10,0.09446179121732712,0.001032332074828446,1.0323320748284458e-09,1.0928567641210314e-08,0.09669753164052963
SGCC,0.000001,23,8,1.1560739319899986,0.18121094768540938,0.6649999999999999,1.1526366472244263,0.0008400713559240103,8.400713559240103e-10,0.06650540977716446,0.001251516630873084,1.251516630873084e-09,1.8818268093775573e-08,0.0008256930741481483
SGCC,0.000001,23,9,1.154534517691053,0.18585431907350042,0.705,1.1525837182998657,0.0008847732096910477,8.847732096910476e-10,0.17221541702747345,0.0013797823339700699,1.37978233397007e-09,8.011955943235639e-09,0.04381765052676201
SGCC,0.000001,23,10,1.1524870899216881,0.188379206391831,0.6549999999999999,1.1525415182113647,0.0009666525293141603,9.666525293141602e-10,0.17478826642036438,0.0017570373602211475,1.7570373602211476e-09,1.0052375918618512e-08,-0.036382727324962616
SGCC,0.000001,23,11,1.151380649928389,0.1889298962299898,0.61,1.1503124237060547,0.0010038241744041443,1.0038241744041442e-09,0.07497739791870117,0.0019169147126376629,1.916914712637663e-09,2.556656760369565e-08,0.03219540789723396
SGCC,0.000001,23,12,1.1495368028509205,0.19120499240483319,0.6549999999999999,1.1504082679748535,0.0011766981333494186,1.1766981333494185e-09,0.20589299499988556,0.002697613090276718,2.697613090276718e-09,1.3102014909629235e-08,0.2563110888004303
SGCC,0.000001,23,13,1.1490668294758632,0.18882727923420603,0.6399999999999999,1.1478970050811768,0.001042369520291686,1.042369520291686e-09,0.10286464542150497,0.001977717038244009,1.977717038244009e-09,1.922640213398865e-08,0.09617071598768234
SGCC,0.000001,23,14,1.1453952275473496,0.18986931128914125,0.6499999999999999,1.14434015750885,0.0011839531362056732,1.183953136205673e-09,0.1568363755941391,0.0028398665599524975,2.8398665599524975e-09,1.810719324005229e-08,0.3172386884689331
SGCC,0.000001,23,15,1.1455486252390106,0.19078707608935966,0.7599999999999999,1.1469889879226685,0.0012234121095389128,1.2234121095389127e-09,0.13199983537197113,0.0027424870058894157,2.7424870058894155e-09,2.077644262328948e-08,0.27090534567832947
SGCC,0.000001,23,16,1.1429013054946373,0.19002483108240736,0.6749999999999999,1.1466426849365234,0.001281168544664979,1.2811685446649789e-09,0.2537204921245575,0.003274733666330576,3.274733666330576e-09,1.290685525205008e-08,-0.3509206771850586
SGCC,0.000001,37,1,1.2475794533203388,0.18412052560142436,0.595,1.1917024850845337,0.0020262692123651505,2.0262692123651504e-09,0.04922104626893997,0.0004833844432141632,4.833844432141632e-10,9.820686065326367e-09,-0.2842126488685608
SGCC,0.000001,37,2,1.1975649184194104,0.18919446041026597,0.7949999999999999,1.1667174100875854,0.0013628812739625573,1.3628812739625573e-09,0.02463584579527378,0.0004960030782967806,4.960030782967805e-10,2.0133389469093663e-08,-0.3137963116168976
SGCC,0.000001,37,3,1.187282369054597,0.19075026899028996,0.575,1.1632356643676758,0.0010158759541809559,1.0158759541809558e-09,0.03229610621929169,0.0005747326067648828,5.747326067648828e-10,1.7795724440043278e-08,-0.4254654347896576
SGCC,0.000001,37,4,1.182966130560842,0.19460209910053242,0.625,1.161314845085144,0.0008325063390657306,8.325063390657305e-10,0.04144248738884926,0.0006747780134901404,6.747780134901404e-10,1.6282275896202596e-08,-0.07459184527397156
SGCC,0.000001,37,5,1.1803686289951718,0.19330386612924566,0.615,1.158410668373108,0.0007636791560798883,7.636791560798883e-10,0.04389597102999687,0.0008066004957072437,8.066004957072437e-10,1.8375274012187655e-08,-0.010130907408893108
