epoch,train_loss,validation_mcc,threshold
1,1.2238312363624573,0.17458427215606992,0.69
2,1.1805719219405075,0.1790049053224179,0.635
3,1.171909784448558,0.18069210451968587,0.6749999999999999
4,1.1633363407233666,0.18501258040926621,0.6699999999999999
5,1.1584139240199123,0.18613850124216025,0.7749999999999999
6,1.1527928483897243,0.18631532898562342,0.63
7,1.152562119837465,0.18698563360019688,0.6549999999999999
8,1.1492625639356415,0.18555934052481005,0.69
9,1.1469955793742477,0.1854492464738574,0.6699999999999999
10,1.1462876806999076,0.18337409025745782,0.6799999999999999
11,1.1437448437871605,0.18475671500915813,0.6599999999999999
