epoch,train_loss,validation_mcc,threshold,bce_loss,physics_loss_raw,physics_loss_weighted,bce_grad_norm,physics_grad_norm_raw,physics_grad_norm_weighted,weighted_to_bce_grad_ratio,gradient_cosine
1,1.2414829854307503,0.22214384780628915,0.6649999999999999,1.1969877481460571,0.00020642818708438426,0.00020642818708438426,0.0511469766497612,0.0005187951610423625,0.0005187951610423625,0.010143222435118941,-0.056471023708581924
2,1.1901799029317395,0.22393489165427793,0.7649999999999999,1.184604525566101,0.0002228282974101603,0.0002228282974101603,0.034679114818573,0.0005946496967226267,0.0005946496967226267,0.017147199397493033,0.40595367550849915
3,1.1824991333073582,0.22160397883590327,0.7449999999999999,1.1846256256103516,0.00024484636378474534,0.00024484636378474534,0.056308113038539886,0.0006482646567746997,0.0006482646567746997,0.01151281088625714,0.2521868944168091
4,1.1803281831330266,0.2267744434480368,0.6749999999999999,1.1817586421966553,0.0002959601697511971,0.0002959601697511971,0.018580202013254166,0.0007600240642204881,0.0007600240642204881,0.04090504848538922,-0.3006911873817444
5,1.1789026301482628,0.23038860067942254,0.7449999999999999,1.1831847429275513,0.00032062060199677944,0.00032062060199677944,0.12059804052114487,0.0008013184415176511,0.0008013184415176511,0.00664453948053288,0.22790758311748505
6,1.177450496574928,0.23087145257719988,0.6399999999999999,1.179362416267395,0.0003724366833921522,0.0003724366833921522,0.08025622367858887,0.0009151543490588665,0.0009151543490588665,0.011402908174746524,-0.47290948033332825
7,1.1738222467488255,0.2278360269302651,0.7599999999999999,1.1723120212554932,0.00044891744619235396,0.00044891744619235396,0.04340874031186104,0.0010275449603796005,0.0010275449603796005,0.023671383988510566,-0.49753060936927795
8,1.1693106982214698,0.22207366651095137,0.7899999999999999,1.1609609127044678,0.000568521092645824,0.000568521092645824,0.053143132477998734,0.0012010775972157717,0.0012010775972157717,0.022600805432630794,-0.3947720229625702
9,1.1636817218928501,0.22161759698901212,0.695,1.1561827659606934,0.0006749840104021132,0.0006749840104021132,0.08887458592653275,0.0013613904593512416,0.0013613904593512416,0.01531810747874112,-0.16692017018795013
10,1.162015335313205,0.21849422134750274,0.71,1.159185528755188,0.0007830251706764102,0.0007830251706764102,0.12132945656776428,0.001549211679957807,0.001549211679957807,0.012768636106867829,0.33273833990097046
