epoch,train_loss,validation_mcc,threshold
1,0.7570752501487732,0.0,0.05
2,0.7360258400440216,0.10540925533894598,0.63
3,0.7261993885040283,0.0,0.05
4,0.7159555554389954,0.0,0.05
5,0.7090584635734558,0.0,0.05
6,0.7032022774219513,0.0,0.05
7,0.6994878351688385,0.0,0.05
8,0.6958532631397247,0.14990633779917228,0.5099999999999999
9,0.6926659047603607,0.10540925533894598,0.5349999999999999
10,0.6913723647594452,0.1493423605221771,0.5549999999999999
11,0.6882684230804443,0.12578458966204156,0.575
12,0.687421977519989,0.2,0.595
13,0.6867846548557281,0.16140004156875076,0.61
14,0.6866946816444397,0.16140004156875076,0.625
15,0.6840717792510986,0.1649572197684645,0.635
16,0.6867653727531433,0.16140004156875076,0.6449999999999999
17,0.6841133236885071,0.16993235521110622,0.6499999999999999
18,0.6848264336585999,0.16807316136320358,0.6599999999999999
19,0.6845257580280304,0.16807316136320358,0.6649999999999999
20,0.6822364628314972,0.16081688022566923,0.6649999999999999
