epoch,train_loss,validation_mcc,threshold,bce_loss,physics_loss_raw,physics_loss_weighted,bce_grad_norm,physics_grad_norm_raw,physics_grad_norm_weighted,weighted_to_bce_grad_ratio,gradient_cosine
1,0.756276547908783,0.2057176443971225,0.4799999999999999,0.6932993531227112,0.005775673780590296,0.05775673780590296,0.011475218459963799,0.0003647789126262069,0.0036477891262620687,0.3178840680888943,-0.09267790615558624
2,0.7491244673728943,0.0837557891245889,0.48499999999999993,0.6928773522377014,0.0051202415488660336,0.051202415488660336,0.010953051969408989,0.000349570473190397,0.0034957047319039702,0.3191534872350828,-0.09722849726676941
3,0.7428349554538727,0.21979349113192903,0.48499999999999993,0.6924970149993896,0.004529244266450405,0.04529244266450405,0.010503383353352547,0.000334567972458899,0.00334567972458899,0.3185335250589603,-0.10602806508541107
4,0.7362249791622162,0.1623086135160589,0.48999999999999994,0.6921200156211853,0.003995850216597319,0.039958502165973186,0.010056772269308567,0.0003197419864591211,0.003197419864591211,0.3179369860396613,-0.11898316442966461
5,0.7308399975299835,0.17826260712863456,0.48999999999999994,0.6917798519134521,0.003514690790325403,0.03514690790325403,0.00967459101229906,0.00030547258211299777,0.0030547258211299777,0.31574728246874545,-0.13697609305381775
6,0.7259048521518707,0.19493925957690475,0.49499999999999994,0.6914682984352112,0.0030821103136986494,0.030821103136986494,0.00934537686407566,0.00029187611653469503,0.0029187611653469503,0.31232139782044427,-0.1598941832780838
7,0.721249908208847,0.16815763085533758,0.49499999999999994,0.6911671757698059,0.0026947609148919582,0.026947609148919582,0.009048925712704659,0.00027920506545342505,0.0027920506545342505,0.30855051120755933,-0.18849508464336395
8,0.7170524597167969,0.21645482913637396,0.49999999999999994,0.6909074187278748,0.0023491044994443655,0.023491044994443655,0.008821379393339157,0.0002674702845979482,0.002674702845979482,0.3032068712518016,-0.22034040093421936
9,0.7131682336330414,0.16682120232032635,0.49999999999999994,0.6906400918960571,0.0020417410414665937,0.020417410414665937,0.008600149303674698,0.0002572441881056875,0.002572441881056875,0.29911595604017177,-0.25713813304901123
10,0.7098296284675598,0.23782391693748445,0.5049999999999999,0.6903786063194275,0.0017690848326310515,0.017690848326310515,0.008416193537414074,0.0002484930446371436,0.002484930446371436,0.2952558582837611,-0.2969279885292053
11,0.7073919773101807,0.18411492357966466,0.5099999999999999,0.6901229023933411,0.0015281776431947947,0.015281776431947947,0.008277829736471176,0.00024104234762489796,0.0024104234762489796,0.29119027003284786,-0.3378646969795227
12,0.7045608460903168,0.2484646732989441,0.5099999999999999,0.6898799538612366,0.001316181500442326,0.01316181500442326,0.008188844658434391,0.00023450011212844402,0.00234500112128444,0.2863653200295017,-0.37728142738342285
13,0.7029481530189514,0.19493925957690475,0.5149999999999999,0.6896377205848694,0.0011305991793051362,0.011305991793051362,0.00814029946923256,0.00022878394520375878,0.0022878394520375878,0.2810510179244398,-0.4143199622631073
14,0.7006742358207703,0.23782391693748445,0.5149999999999999,0.6894029974937439,0.0009689442813396454,0.009689442813396454,0.00814457144588232,0.00022373029787559062,0.0022373029787559062,0.27469867427917616,-0.4463757872581482
15,0.6982488632202148,0.20884165363581805,0.5149999999999999,0.689172089099884,0.0008288672543130815,0.008288672543130815,0.00820252951234579,0.00021934004325885326,0.0021934004325885326,0.2674053691958318,-0.4717242121696472
16,0.6974020600318909,0.21645482913637396,0.5199999999999999,0.6889304518699646,0.0007082542288117111,0.007082542288117111,0.008270548656582832,0.0002157063572667539,0.002157063572667539,0.2608126331438306,-0.4906291365623474
17,0.6958213448524475,0.24426357542638014,0.5199999999999999,0.688683271408081,0.0006048317300155759,0.006048317300155759,0.008353708311915398,0.0002126214822055772,0.002126214822055772,0.25452346941812937,-0.5032992959022522
18,0.6947306990623474,0.21645482913637396,0.5249999999999999,0.6884280443191528,0.0005165713373571634,0.005165713373571634,0.00846584141254425,0.0002100636629620567,0.002100636629620567,0.248130874092202,-0.5088794231414795
19,0.6928556263446808,0.21645482913637396,0.5249999999999999,0.6881630420684814,0.00044154730858281255,0.0044154730858281255,0.008557982742786407,0.00020795842283405364,0.0020795842283405364,0.24299934819259067,-0.5113548636436462
20,0.6925619840621948,0.2484646732989441,0.5249999999999999,0.6878736019134521,0.0003781864361371845,0.003781864361371845,0.008659212850034237,0.0002064594445982948,0.002064594445982948,0.23842749701836755,-0.5070996284484863
