epoch,train_loss,validation_mcc,threshold
1,0.6960011124610901,0.10540925533894598,0.5399999999999999
2,0.6962624490261078,0.10540925533894598,0.5399999999999999
3,0.6941733360290527,0.3312945782245396,0.5349999999999999
4,0.6946268677711487,0.3104602102825332,0.5349999999999999
5,0.6941052079200745,0.2773500981126146,0.5349999999999999
6,0.6936953663825989,0.2656844656620286,0.5349999999999999
7,0.6920540034770966,0.34141531479696996,0.5299999999999999
8,0.6930883824825287,0.3209833376209784,0.5299999999999999
9,0.6925757527351379,0.3104602102825332,0.5299999999999999
10,0.691935122013092,0.35136418446315326,0.5249999999999999
11,0.6910776793956757,0.35136418446315326,0.5249999999999999
12,0.6909158825874329,0.3209833376209784,0.5249999999999999
13,0.690216451883316,0.3209833376209784,0.5249999999999999
14,0.6904776692390442,0.36115755925730764,0.5199999999999999
15,0.689973384141922,0.35136418446315326,0.5199999999999999
16,0.6886543035507202,0.36115755925730764,0.5149999999999999
17,0.6879443228244781,0.36115755925730764,0.5149999999999999
18,0.688843846321106,0.36115755925730764,0.5149999999999999
19,0.6888587176799774,0.36115755925730764,0.5149999999999999
20,0.6878342628479004,0.36115755925730764,0.5099999999999999
21,0.6870358884334564,0.36115755925730764,0.5099999999999999
22,0.6862723529338837,0.36115755925730764,0.5099999999999999
