epoch,train_loss,validation_mcc,threshold
1,0.6943919360637665,0.12162606385262997,0.5149999999999999
2,0.6931341886520386,0.17947669098126193,0.5149999999999999
3,0.6910385489463806,0.19728305039201205,0.5199999999999999
4,0.6889658272266388,0.20865621238292043,0.5199999999999999
5,0.6882125437259674,0.20865621238292043,0.5249999999999999
6,0.6880474090576172,0.20865621238292043,0.5249999999999999
7,0.6856350898742676,0.20865621238292043,0.5249999999999999
8,0.6855463087558746,0.2165122039719132,0.5249999999999999
9,0.6850036978721619,0.21989091855183412,0.5249999999999999
10,0.6834877133369446,0.21989091855183412,0.5199999999999999
11,0.6812612116336823,0.21989091855183412,0.5149999999999999
12,0.6844204664230347,0.21989091855183412,0.5099999999999999
13,0.6820063889026642,0.21989091855183412,0.5049999999999999
14,0.6810044348239899,0.21989091855183412,0.49499999999999994
15,0.6800559163093567,0.21989091855183412,0.48999999999999994
16,0.6796069443225861,0.21989091855183412,0.48999999999999994
17,0.6794869303703308,0.21989091855183412,0.48999999999999994
