epoch,train_loss,validation_mcc,threshold
1,1.211554872578588,0.16655832175527005,0.6
2,1.172858878456313,0.1754158249834733,0.71
3,1.162087185629483,0.17890702552994306,0.72
4,1.1554804917039543,0.17769868647887466,0.62
5,1.1522350270172645,0.18194801968411536,0.5599999999999999
6,1.1500065840523819,0.18285769371419502,0.6699999999999999
7,1.1502239971325314,0.18080164914481342,0.57
8,1.1512932561594864,0.1799872699454803,0.6549999999999999
9,1.149004240488184,0.18199979409158043,0.725
10,1.1490239439339474,0.18149304684459902,0.5549999999999999
